log(MSE-NMF-components),comp
3.696140626,45
5.729195588,45
6.216039782,45
5.442239609,45
5.875126247,45
6.08466523,45
5.224367181,45
6.416067856,45
6.055461628,45
6.426264143,45
6.764575738,45
3.675147679,45
6.189150588,45
5.579666774,45
4.256878712,45
4.329560135,45
4.733922703,45
4.18080257,45
1.701994949,45
6.411125695,45
4.775386064,45
5.201003242,45
5.798195775,45
5.11610231,45
1.606696732,45
2.95601974,45
3.707626948,45
3.959719461,45
5.916807008,45
6.745047392,45
5.733617576,45
5.662491109,45
5.294459685,45
7.560925223,45
2.994821672,45
4.14478543,45
3.974477868,45
5.974804355,45
4.034540638,45
6.19188077,45
5.057139066,45
2.462197428,45
2.093165674,45
4.424971435,45
2.263923062,45
3.661228244,45
1.672234462,45
5.115811985,45
6.526196163,45
7.113597147,45
3.739294811,45
5.870698532,45
6.021048719,45
5.122698425,45
5.687413937,45
3.922582596,45
6.55971476,45
5.728849416,45
5.214597021,45
5.226548915,45
6.498132492,45
3.410769545,45
5.121919575,45
2.630888945,45
7.141238526,45
5.30943786,45
4.636924287,45
4.774704466,45
6.273632866,45
6.196176457,45
7.146589165,45
4.526228798,45
5.700373299,45
4.145923918,45
4.868737762,45
3.636843423,45
6.109938974,45
6.193591206,45
6.307252986,45
4.58848963,45
6.779000824,45
5.470925521,45
6.180117489,45
5.330023869,45
8.493638795,45
2.801198696,45
5.283207369,45
3.418554818,45
4.172288747,45
5.470071954,45
6.182293621,45
4.448183126,45
5.122938117,45
8.324059145,45
1.224433138,45
5.310913031,45
5.768169779,45
6.420983949,45
4.16567445,45
3.834233337,45
5.190264801,45
6.854154686,45
2.417942772,45
4.303202806,45
5.958967632,45
5.895952019,45
5.415290952,45
5.225739126,45
5.98440024,45
5.456577155,45
4.47210203,45
6.632697991,45
2.926026617,45
4.279069244,45
6.424660474,45
5.040570606,45
5.082649881,45
5.915199868,45
2.498606325,45
6.78401313,45
6.141501728,45
6.262662053,45
5.471204555,45
6.584773246,45
5.572741642,45
8.886052911,45
4.88875337,45
6.897444323,45
5.110465439,45
3.017130265,45
2.619506223,45
3.962974963,45
3.368587783,45
4.530749336,45
4.111948906,45
5.821937349,45
5.286827893,45
7.192148923,45
6.749221998,45
3.96512949,45
3.880697605,45
5.85993241,45
5.648049526,45
6.185126454,45
4.371031966,45
3.27985367,45
4.183938585,45
2.985435455,45
5.88719173,45
5.330998378,45
6.560223545,45
4.928342548,45
4.928243358,45
4.506418238,45
4.627842729,45
6.323326438,45
7.176027211,45
3.457975864,45
5.862221606,45
6.358739171,45
5.935796681,45
4.092003924,45
4.797291967,45
3.755508746,45
4.510508996,45
5.037701885,45
4.014277292,45
4.903932914,45
6.149715413,45
4.635879994,45
4.619338896,45
8.19000005,45
5.518078617,45
4.276563753,45
2.314241743,45
4.171560638,45
4.803053144,45
6.062036549,45
4.883397647,45
7.390633758,45
5.916585967,45
4.867152556,45
8.104102746,45
5.707951983,45
4.116588804,45
5.168763474,45
3.665017995,45
4.171275745,45
7.32719205,45
2.908221116,45
4.73832078,45
1.427919256,45
4.755355232,45
6.032686999,45
4.884503563,45
5.585672619,45
3.611451828,45
7.05997608,45
7.238485934,45
7.939901789,45
5.331534541,45
4.017688925,45
5.673160284,45
4.394617552,45
2.593355349,45
3.314802824,45
5.106304037,45
4.148391706,45
7.882602394,45
7.908920833,45
5.938134702,45
4.676015974,45
6.46757608,45
5.443815851,45
6.502848105,45
5.92337991,45
6.47511209,45
4.872761222,45
3.55615645,45
7.076562027,45
6.75137509,45
3.792355031,45
2.300892988,45
7.570975273,45
4.897987025,45
4.203286912,45
2.732002178,45
3.69263597,45
1.211196104,45
4.646583851,45
3.815060491,45
6.007049372,45
4.927462311,45
6.291826471,45
6.080631748,45
5.890381657,45
3.841205372,45
5.870579725,45
4.251060004,45
7.563090328,45
3.310152891,45
6.056580911,45
5.78396438,45
4.753264968,45
4.743516969,45
6.935479107,45
2.231644285,45
5.171875391,45
7.123701667,45
8.55982897,45
6.73129405,45
6.892779999,45
3.923809352,45
3.869755786,45
4.583213984,45
4.420374318,45
5.218166061,45
2.628522514,45
4.086809685,45
4.065841337,45
4.91456904,50
3.866318058,50
2.974763531,50
5.031387106,50
5.892638152,50
5.205128585,50
3.858093053,50
6.708298913,50
6.669610782,50
7.040645614,50
6.380142735,50
5.887518538,50
4.802247327,50
5.790743708,50
3.958295937,50
6.669544969,50
4.099795378,50
3.616473149,50
5.640461474,50
2.520698927,50
5.003992491,50
5.161476846,50
3.880755227,50
5.779557525,50
4.735685006,50
3.95020852,50
3.058458603,50
4.582258648,50
4.52308755,50
5.922769164,50
4.05714774,50
6.093829239,50
5.219984431,50
4.069814423,50
6.349164707,50
4.397900344,50
6.127939126,50
5.453537704,50
7.423537735,50
8.547975927,50
4.377993243,50
9.11949608,50
5.371990036,50
6.027666547,50
5.53191288,50
4.695876194,50
5.904500915,50
3.070509773,50
3.35039439,50
4.233997697,50
5.18965721,50
4.807081622,50
6.468946609,50
7.43977455,50
5.272808923,50
5.145845168,50
4.880922981,50
7.560065921,50
3.671210231,50
4.95023382,50
3.803912129,50
5.232511685,50
8.953342819,50
4.582667922,50
6.078473012,50
8.484034458,50
5.330248686,50
2.804602507,50
5.254661411,50
2.113603222,50
6.346130249,50
4.865428635,50
3.304659795,50
7.918098548,50
6.477276319,50
6.073030857,50
5.293070855,50
5.949313877,50
5.775832416,50
3.761026221,50
3.504138285,50
4.292104782,50
4.391081092,50
5.758668966,50
3.545057079,50
4.174252514,50
3.870852859,50
6.151338238,50
3.624450383,50
3.537972992,50
6.331324946,50
5.113075534,50
6.074935749,50
4.288996245,50
3.97284809,50
8.035773054,50
6.15350527,50
6.466509563,50
6.757528068,50
6.516840846,50
8.894053957,50
5.576962894,50
4.965886741,50
6.658464554,50
5.465751147,50
1.762454439,50
5.816050748,50
6.922346143,50
4.283916939,50
5.607233236,50
6.323037521,50
5.99080431,50
6.040756963,50
5.686858866,50
3.787924522,50
5.351755945,50
7.032344486,50
4.825196579,50
4.599060864,50
8.80136707,50
4.204310849,50
7.504561517,50
3.471406554,50
5.423830862,50
6.114272069,50
5.130591621,50
6.960995207,50
5.394151756,50
4.768080778,50
3.993292987,50
3.407178705,50
5.101973362,50
5.119871803,50
5.816112164,50
5.445409239,50
4.76623378,50
6.077584881,50
4.878212499,50
4.576262867,50
6.05984712,50
5.350351224,50
6.075833667,50
4.647068457,50
3.975975608,50
5.064720215,50
5.343609118,50
3.213674946,50
8.365669799,50
4.946046641,50
3.261930287,50
4.912436078,50
5.173572075,50
5.463054016,50
2.11124287,50
5.046592643,50
4.085947077,50
7.234377616,50
5.481782488,50
2.830550284,50
4.213210498,50
8.746909504,50
6.267914793,50
4.940173012,50
4.447859765,50
5.712026193,50
5.781375567,50
5.914433853,50
5.54251757,50
5.37894896,50
2.190853277,50
6.701778162,50
2.53158791,50
5.329790794,50
5.185390456,50
3.292606398,50
5.664139692,50
5.071716498,50
2.874638041,50
4.207774695,50
4.995030983,50
5.396081337,50
5.909338429,50
5.045793428,50
4.448563847,50
5.440483457,50
5.979744948,50
5.577023519,50
4.916046005,50
4.800832257,50
4.749524811,50
5.663725617,50
4.094952694,50
3.632191708,50
4.863371534,50
3.902888394,50
4.277085648,50
4.133142537,50
8.002349675,50
5.656275819,50
6.606518127,50
4.170798073,50
5.560857209,50
7.333743339,50
5.721886794,50
3.452911501,50
3.264049081,50
6.813411399,50
3.924274612,50
5.297054209,50
6.844646838,50
7.513675267,50
5.030399624,50
4.693875963,50
5.196453808,50
5.714128046,50
5.253841138,50
5.1438715,50
4.540481426,50
4.62143415,50
6.083727904,50
3.799699967,50
4.823192492,50
4.788404819,50
8.232503399,50
7.858134918,50
7.03700006,50
5.430890659,50
4.585889121,50
5.716589166,50
3.653069391,50
3.933947045,50
3.457617308,50
3.92260011,50
6.117467188,50
4.868287364,50
4.418518283,50
5.13053198,50
5.127914007,50
4.063065134,50
6.774226084,50
4.494218678,50
2.988225069,50
6.545153864,50
4.737103527,50
2.411046113,50
7.255549484,50
5.046824013,50
7.995060042,50
5.159776499,50
4.422987352,50
5.605779907,50
3.218944792,50
7.39742675,50
3.237329384,50
4.490441278,50
6.573764385,50
8.191349944,50
4.713586985,50
3.879976569,50
3.875516598,50
8.117693872,50
5.584842936,50
4.342445871,50
4.960608159,50
5.774664322,50
1.9581208,50
6.406071623,50
4.159987543,50
5.572396113,50
6.731340031,50
7.133674589,50
3.450355627,50
4.472969869,50
6.556569805,50
8.936383932,50
3.634270314,50
4.108704515,50
7.213521227,50
6.72382151,50
6.370022967,50
6.594218521,50
5.158007068,50
8.818431592,50
5.871424499,50
5.147708787,50
6.037766361,50
5.070366824,50
5.967774544,50
7.315978178,50
8.847032607,50
5.118105186,50
5.589019338,50
5.255039429,50
2.451857648,50
4.777496019,50
3.345319706,50
5.3683261,50
5.678760565,50
6.118988566,50
5.093874978,50
6.795287146,50
6.587299685,50
4.398701823,50
4.90000409,50
4.83225457,50
3.654460943,50
4.539507172,50
4.565559736,50
4.714107108,50
6.869194384,50
4.70335985,50
4.664441066,50
4.585270429,50
5.676522072,50
5.459328289,50
5.092829757,50
6.593597042,50
5.21752325,50
5.639904976,50
7.27380218,50
4.279528551,50
3.31523415,50
5.033273926,50
7.16584743,50
4.013027336,50
3.015337115,50
2.311414408,50
5.029550623,50
5.367121835,50
7.338298211,50
5.316877426,50
5.615272506,50
5.80696545,50
7.060082101,50
5.595450562,50
4.176860124,50
3.615392732,50
6.187897845,50
-0.021266406,50
3.565870768,50
6.393923279,50
4.955273397,50
2.935503301,50
2.634423195,50
5.979706737,50
5.35926011,50
5.608857622,50
7.756636713,50
6.692797943,50
2.941967215,50
6.74131243,50
2.008967062,50
4.533292789,50
5.520483695,50
5.635279345,50
5.234081697,50
2.183037157,50
3.976039444,50
6.442737296,50
5.112030898,50
4.561763098,50
2.883329673,50
6.077719129,50
5.127599672,50
2.817380184,50
4.680669837,50
5.341882446,50
7.527384231,50
1.227254659,50
6.863681856,50
5.456443245,50
5.218423434,50
5.957710824,50
4.172641315,50
1.973353426,50
4.531628694,50
6.966394202,50
7.813046381,50
4.385863146,50
2.767630697,50
5.656930213,50
5.094898537,50
3.391555816,50
6.054200908,50
5.257656053,50
4.554944437,50
6.215498266,50
4.710847226,50
5.566389936,50
6.717895911,50
5.564641593,50
4.077702691,50
4.549490099,50
6.209783337,50
4.752295382,50
6.717626721,50
7.108896596,50
3.540162896,50
7.493361818,50
5.055803689,50
4.208472607,50
5.443649413,50
5.492876311,50
5.523408909,50
3.494114156,50
3.999100425,50
6.272424784,50
6.84109819,50
2.486074536,50
2.972513279,50
5.043982646,50
4.39078297,50
5.399445067,50
5.235239854,50
5.258838277,50
4.197778632,50
3.660882294,50
4.722149133,50
4.652314389,50
6.852603408,50
5.164360905,50
4.766419633,50
6.608947293,50
4.246694174,50
4.871580164,50
7.180700899,50
4.077899968,50
5.452103905,50
2.639444174,50
4.728483016,50
3.763912852,50
3.151237452,50
6.372828341,50
6.238746269,50
6.575216139,50
6.028739487,50
5.053929133,50
4.682682652,50
8.972057647,50
4.061070529,50
4.515102663,50
5.296777791,50
4.839697668,50
3.674100989,50
4.43454606,50
4.65965684,50
5.296750894,50
6.446988328,50
3.918267506,50
4.999008413,50
4.938476886,50
7.281140579,50
5.42144714,50
4.2351619,50
5.925093171,50
5.267130506,50
7.540668892,50
7.692016872,50
2.619077118,50
6.155705327,50
5.286918879,50
6.48088667,50
3.595172907,50
4.500977472,50
5.506119968,50
9.01778315,50
5.328039632,50
5.594156748,50
5.706136625,50
1.807140952,50
5.483299565,50
5.824320095,50
6.892318908,50
4.822912703,50
4.699411402,50
4.441964016,50
7.066862162,50
5.756815402,50
4.63405115,50
6.785412507,50
3.08174771,50
5.130449324,50
4.256695389,50
5.989353938,50
8.666137698,50
4.778645227,50
3.761881916,50
4.693990737,50
7.099587536,50
5.602461719,50
8.112040159,50
6.096964267,50
7.599253609,50
5.140385106,50
5.615281508,50
2.970497407,50
6.319961476,50
7.25266763,50
5.58114737,50
5.287005922,50
5.508229295,50
4.662611178,50
5.31998872,50
5.830531005,50
5.718277939,50
4.898546806,50
5.597906418,50
5.686561111,50
6.697687807,50
4.681450567,50
3.73530571,50
7.036372412,50
5.933299148,50
5.23322775,50
5.641198585,50
6.133201976,50
7.109286289,50
7.963604478,50
1.527539286,50
7.714406803,50
6.119112904,50
2.787964257,50
7.109955255,50
3.880671154,50
6.436618,50
3.296964815,50
5.844563362,50
1.39119566,50
3.988644905,50
5.483736487,50
4.825197069,50
-0.473011077,50
4.593925561,50
4.587886363,50
5.136546376,50
6.498078295,50
4.658062642,50
4.784647788,50
6.610662179,50
2.108500901,50
4.065070171,50
3.519273795,50
4.963456395,50
4.06600879,50
6.685325203,50
4.698716699,50
4.791929817,50
4.981024032,50
7.224870079,50
6.944736886,50
5.276797176,50
8.177848706,50
5.391133163,50
4.443699435,50
5.56239771,50
3.014417243,50
7.337622589,50
2.019089395,50
4.883649697,50
5.311708294,50
5.067890467,50
7.267992868,50
3.713102656,50
4.103932847,50
4.29557184,50
5.516272984,50
4.846266726,50
4.915205906,50
1.780051282,50
3.831406046,50
5.853821406,50
6.576798641,50
2.50913916,50
5.988861255,50
5.094598342,50
4.46294968,50
7.36896258,50
5.534040821,50
5.987197185,50
5.98905916,50
7.108750461,50
3.14451382,50
4.129297561,50
5.266496526,50
3.125013754,50
8.309377992,50
3.294183029,50
8.458573733,50
8.125775846,50
5.121084464,50
3.606708776,50
4.930553752,50
4.394543152,50
2.035338936,50
7.553737898,50
5.733949863,50
4.515650672,50
5.436674315,50
6.09707706,50
6.381538868,50
5.045481166,50
6.367164351,50
5.549848226,50
6.09574421,50
1.740484378,50
4.267925648,50
5.562896396,50
3.935142652,50
4.643210728,50
1.37292258,50
6.867856857,50
4.332048145,50
4.619655374,50
6.609510085,50
2.407730284,50
4.471399681,50
3.031827538,50
4.510148966,50
3.023690141,50
4.182063887,50
4.518159364,50
5.189153495,50
4.182730151,50
2.048466312,50
4.490961402,50
5.642385714,50
6.142901598,50
5.515677196,50
4.073920786,50
5.993751625,50
4.918758696,50
5.989752267,50
6.134680084,50
3.521336761,50
6.841347743,50
8.341486401,50
4.407959464,50
5.473100715,50
4.042085214,50
5.861345208,50
4.639684094,50
5.884797492,50
3.284483987,50
4.625491627,50
4.904461324,50
5.854688499,50
4.640122694,50
4.228560395,50
3.86488079,50
6.407809484,50
6.666887951,50
1.825035978,50
7.027444523,50
5.755608111,50
4.839921279,50
6.416565843,50
4.166494642,50
3.056221173,50
3.221834091,50
4.865238068,50
3.727931573,50
5.881620755,50
5.236234893,50
6.631198891,50
5.359918576,50
5.588475752,50
2.102304777,50
4.683299961,50
5.695799288,50
4.846357125,50
1.431265451,50
0.332372308,50
4.067638937,50
5.80225929,50
5.099404277,50
5.775947745,50
5.44617448,50
6.788138297,50
4.242024681,50
6.640478763,50
3.670382485,50
5.014198782,50
5.08613985,50
7.402375438,50
5.90083535,50
4.173564835,50
2.968919552,50
4.835119869,50
4.499543115,50
2.821233736,50
6.962293603,50
4.586423166,50
7.205473264,50
4.568858896,50
1.943308414,50
4.04559304,50
4.739706227,50
1.629005347,50
5.06922401,50
2.683439525,50
3.873399355,50
6.778817637,50
2.316182415,50
-0.152420305,50
6.129326226,50
6.327192505,50
5.303641532,50
2.932073086,50
6.06722168,50
5.843936381,50
-0.336951477,50
4.558003817,50
4.774415542,50
6.901780219,50
4.703530796,50
5.868357798,50
4.511208889,50
6.174085163,50
4.716746118,50
2.791923266,50
3.751730456,50
3.020124876,50
5.411560013,50
3.920263495,50
6.566802175,50
5.649567167,50
4.279889002,50
5.727426072,50
5.888066546,50
4.981232422,50
2.300226356,50
5.883769001,50
6.108482995,50
4.986803136,50
5.854659456,50
5.272087058,50
7.396499429,50
3.258958875,50
4.298558445,50
2.494981209,50
3.538883302,50
5.708567557,50
6.115454005,50
5.436689329,50
5.812019586,50
6.009016066,50
5.273384397,50
6.35188963,50
6.046328734,50
6.372682597,50
6.728390431,50
3.544281983,50
6.157695956,50
5.470814194,50
4.14228302,50
4.162512848,50
4.522146431,50
4.067169457,50
1.512767555,50
6.329369266,50
4.702146901,50
5.12765062,50
5.737068577,50
5.034071481,50
1.350018831,50
2.780449401,50
3.630552477,50
3.829629412,50
5.837355091,50
6.680986294,50
5.653934134,50
5.650400562,50
5.200803757,50
7.553629098,50
2.837895788,50
4.042452516,50
3.771674694,50
5.885816913,50
3.886938356,50
6.126630012,50
4.934997974,50
2.240025407,50
1.952560437,50
4.247397315,50
2.11273281,50
3.49530926,50
1.396277022,50
5.02979515,50
6.459796276,50
7.097335154,50
3.653350861,50
5.814035513,50
5.882179026,50
5.023858436,50
5.628905375,50
3.769613733,50
6.564078487,50
5.641238707,50
5.118507819,50
5.144665474,50
6.472046121,50
3.251750503,50
5.034886471,50
2.558309744,50
7.074429811,50
5.170813305,50
4.52639209,50
4.713035086,50
6.217070062,50
6.141564173,50
7.081351159,50
4.487161695,50
5.675744436,50
3.804192944,50
4.790011099,50
3.505410389,50
6.060044751,50
6.111964666,50
6.201485415,50
4.63525624,50
6.74306108,50
5.358900268,50
6.075461781,50
5.205492393,50
8.495726067,50
2.621278497,50
5.00984478,50
3.277639801,50
4.06711275,50
5.329893182,50
6.105949575,50
4.204124467,50
4.959261259,50
8.280638448,50
0.986656359,50
5.266713252,50
5.703442909,50
6.359655017,50
4.088871544,50
3.67402162,50
5.113748352,50
6.803646049,50
2.263117035,50
4.16540564,50
5.89656619,50
5.866948961,50
5.357652669,50
5.091853317,50
5.871212942,50
5.395306822,50
4.299146698,50
6.617331985,50
2.742983799,50
4.030924935,50
6.37440562,50
4.785062265,50
4.968621132,50
5.840891223,50
2.178471407,50
6.73913241,50
6.040962541,50
6.223743036,50
5.352384893,50
6.536047868,50
5.487575993,50
8.852206983,50
4.8285897,50
6.830865584,50
5.001369168,50
2.861326824,50
2.395021107,50
3.861766129,50
3.203702699,50
4.472249482,50
3.973939589,50
5.72063136,50
5.221362563,50
7.183369214,50
6.724187676,50
3.808850916,50
3.739625915,50
5.715062608,50
5.624296753,50
6.084241058,50
4.215243669,50
3.091050083,50
4.151108628,50
2.866412146,50
5.82202692,50
5.161916347,50
6.472396032,50
4.813852746,50
5.002129475,50
4.360373603,50
4.537873633,50
6.237400445,50
7.223395174,50
3.322152567,50
5.792022506,50
6.311640012,50
5.833545063,50
3.965693066,50
4.662924625,50
3.644319071,50
4.334787363,50
4.872254925,50
3.876717397,50
4.853025762,50
6.058553859,50
4.42985176,50
4.531834128,50
8.164255657,50
5.449550434,50
4.169676956,50
2.169641209,50
4.03956002,50
4.7035951,50
6.056029437,50
4.758274307,50
7.211914254,50
5.854532166,50
4.745613632,50
8.085835023,50
5.662032071,50
4.008265756,50
5.046850404,50
3.531093444,50
3.994587508,50
7.293973959,50
2.727632599,50
4.607813022,50
0.976024562,50
4.657532222,50
5.950098731,50
4.792710341,50
5.52092171,50
3.464872455,50
6.975201408,50
7.200858581,50
7.845418325,50
5.254664121,50
3.9897114,50
5.584768174,50
4.17756122,50
2.403584459,50
3.08650099,50
4.99198,50
4.037477818,50
7.879259165,50
7.888820106,50
5.8812464,50
4.548720121,50
6.419410201,50
5.34475127,50
6.382919618,50
5.74382609,50
6.432496263,50
4.825464467,50
3.588351063,50
7.093100113,50
6.779834981,50
3.706394088,50
2.082963926,50
7.5584777,50
4.833345855,50
4.057966972,50
2.556134469,50
3.596497988,50
0.957881962,50
4.479531324,50
3.655727933,50
5.973916961,50
4.845432005,50
6.217828615,50
5.973626101,50
5.835208992,50
3.659750651,50
5.856857049,50
4.099744537,50
7.555417052,50
3.229880722,50
5.983999812,50
5.737127022,50
4.639221558,50
4.684420954,50
6.70748406,50
2.035071792,50
5.040555896,50
7.083589686,50
8.509872441,50
6.71711702,50
6.843471283,50
3.820444106,50
3.77661031,50
4.60733794,50
4.345393057,50
5.106528744,50
2.357769276,50
3.974720959,50
3.897123432,50
4.693619001,55
3.762084734,55
2.811297585,55
4.942782367,55
5.828428884,55
5.061730413,55
3.71247283,55
6.617882474,55
6.647253116,55
6.933562888,55
6.32483518,55
5.897441061,55
4.673574383,55
5.740502464,55
3.928494572,55
6.63489134,55
3.977244982,55
3.487075363,55
5.59734688,55
2.214868234,55
4.89261942,55
5.061054061,55
3.614678516,55
5.700145753,55
4.625330583,55
3.843372199,55
2.882879671,55
4.445234193,55
4.450783883,55
5.814984978,55
3.896725626,55
5.986586795,55
5.136559651,55
3.927068553,55
6.327654756,55
4.318319677,55
6.129686621,55
5.338559676,55
7.391039282,55
8.553751228,55
4.248437475,55
9.047513038,55
5.333532264,55
5.958159502,55
5.454519512,55
4.61841461,55
5.875255913,55
2.746709703,55
3.069872398,55
4.113022793,55
5.089904246,55
4.726070104,55
6.40071442,55
7.387737566,55
5.228388939,55
5.070558651,55
4.706294784,55
7.564546587,55
3.588220292,55
4.918959625,55
3.706632462,55
5.159703062,55
8.889808035,55
4.442055088,55
5.840552851,55
8.458077033,55
5.230471625,55
2.666572712,55
5.102277942,55
1.9024805,55
6.2886328,55
4.518374073,55
3.11831875,55
7.92492376,55
6.36430219,55
5.983798596,55
5.210748084,55
5.91291995,55
5.719004019,55
3.783957257,55
3.355174534,55
4.168711828,55
4.252881665,55
5.645342345,55
3.405354885,55
4.097146724,55
3.735072254,55
6.117549143,55
3.353805394,55
3.352468556,55
6.251318733,55
5.170888965,55
6.020923496,55
4.200785122,55
3.843223139,55
7.848363303,55
6.042419985,55
6.42586317,55
6.745677052,55
6.459153172,55
8.849821112,55
5.564484978,55
4.875656263,55
6.563941501,55
5.372962396,55
1.500275828,55
5.612201402,55
6.878475462,55
4.161045584,55
5.564788774,55
6.304154295,55
5.910861151,55
6.024470701,55
5.599512368,55
3.578449517,55
5.270614467,55
6.983089796,55
4.716648804,55
4.476670408,55
8.763656942,55
4.250962376,55
7.525249916,55
3.436373586,55
5.35616369,55
6.051611257,55
5.085685278,55
6.926119045,55
5.339744134,55
4.705371864,55
3.799473557,55
3.22627514,55
5.031786168,55
5.049362812,55
5.701650025,55
5.428536452,55
4.692249284,55
6.015606799,55
4.777109743,55
4.487597375,55
5.978027312,55
5.340934209,55
6.028341429,55
4.526127903,55
3.848309665,55
4.981602788,55
5.28369313,55
3.046949271,55
8.353706505,55
4.839619942,55
3.016944298,55
4.907200504,55
5.159601748,55
5.381974188,55
1.89711617,55
5.001599538,55
3.9693849,55
7.181520324,55
5.35865422,55
2.661351811,55
4.124678645,55
8.691734763,55
6.179293227,55
4.85451531,55
4.312995411,55
5.632638199,55
5.65203008,55
5.850779419,55
5.481013266,55
5.375588975,55
1.976886823,55
6.683758168,55
2.33789338,55
5.224971046,55
5.132227076,55
3.168046932,55
5.612298609,55
4.966169567,55
2.711947828,55
4.194680958,55
4.912243038,55
5.280370647,55
5.762108865,55
4.935649596,55
4.369673039,55
5.358775744,55
5.921171463,55
5.523281586,55
4.835300018,55
4.686081516,55
4.596465263,55
5.477591045,55
3.958740187,55
3.323239689,55
4.790809977,55
3.687279053,55
4.128145876,55
4.023448254,55
8.007404485,55
5.576267695,55
6.585188211,55
4.032868837,55
5.513004363,55
7.326165523,55
5.71389379,55
3.121375504,55
3.129291227,55
6.71407025,55
3.787563066,55
5.200445727,55
6.807791518,55
7.489662129,55
4.893763899,55
4.582514971,55
5.166353261,55
5.681631597,55
5.174262242,55
5.113149539,55
4.421402088,55
4.525357071,55
6.045694109,55
3.645981701,55
4.762999134,55
4.453271861,55
8.193652162,55
7.819429322,55
7.011797614,55
5.351296365,55
4.452766585,55
5.682015349,55
3.517874844,55
3.87325407,55
3.342083034,55
3.801877092,55
6.070274183,55
4.72901729,55
4.300764165,55
5.057493914,55
4.980441166,55
3.965357215,55
6.752600703,55
4.398106452,55
2.750560223,55
6.515054949,55
4.64064608,55
2.199119956,55
7.231855735,55
4.943930692,55
7.968712912,55
5.082250727,55
4.446323132,55
5.539437047,55
3.09607488,55
7.331044187,55
3.098399881,55
4.403080485,55
6.530886013,55
8.165410106,55
4.603497493,55
3.705858664,55
3.536097885,55
8.090276856,55
5.35275424,55
4.242567762,55
4.859758228,55
5.655114953,55
1.649174357,55
6.35924554,55
4.079856933,55
5.533760697,55
6.722644907,55
7.092416106,55
3.336508567,55
4.350885741,55
6.5112048,55
8.874233533,55
3.516273125,55
4.010882178,55
7.08066932,55
6.68230503,55
6.321985484,55
6.496859589,55
5.056937557,55
8.729405364,55
5.82427158,55
4.952880784,55
5.970189958,55
5.016105939,55
5.906322316,55
7.251164968,55
8.782947111,55
5.02352308,55
5.545821444,55
5.01340895,55
2.249780841,55
4.689950377,55
3.189281432,55
5.327624441,55
5.622380336,55
6.04874107,55
4.955997146,55
6.70660462,55
6.56426304,55
4.279295859,55
4.8371756,55
4.713138367,55
3.45523537,55
4.449224633,55
4.378067927,55
4.61611562,55
6.835709351,55
4.700457755,55
4.567724374,55
4.676241828,55
5.534240121,55
5.380675319,55
4.965968013,55
6.463240963,55
5.145900704,55
5.566112368,55
7.255074271,55
3.93305366,55
3.132556902,55
4.952394285,55
7.128742907,55
3.918587714,55
2.859803688,55
2.067989344,55
4.908814198,55
5.330412944,55
7.341759323,55
5.269007492,55
5.501124173,55
5.710748209,55
6.983526472,55
5.494421439,55
4.077268181,55
3.421184195,55
6.128586455,55
-0.195617566,55
3.442570982,55
6.330701638,55
4.869584069,55
2.772671688,55
2.490526409,55
5.976908087,55
5.263762473,55
5.603727469,55
7.664980104,55
6.494584326,55
2.784467429,55
6.729788831,55
1.782130742,55
4.422184407,55
5.422899003,55
5.537701312,55
5.179974949,55
2.048861672,55
3.85722949,55
6.809090369,55
5.005951388,55
4.393311445,55
2.707906758,55
5.986966991,55
5.023460816,55
2.67224317,55
4.523608521,55
5.272873411,55
7.556609854,55
1.309753764,55
6.830597033,55
5.411957106,55
5.136046407,55
5.912441131,55
3.932431014,55
1.679692601,55
4.379669045,55
6.822520117,55
7.583022593,55
4.294564398,55
2.599567502,55
5.616990689,55
5.030040815,55
3.38708098,55
5.998191595,55
5.157106327,55
4.344643511,55
6.143602552,55
4.548662967,55
5.571808474,55
6.568342826,55
5.508152229,55
3.973708071,55
4.384908107,55
6.169161231,55
4.522044461,55
6.720195325,55
7.094030471,55
3.390865361,55
7.423008905,55
4.866988271,55
4.055421595,55
5.489824801,55
5.312399042,55
5.405162094,55
3.352420493,55
3.82637489,55
6.22632417,55
6.813265989,55
2.258299083,55
2.714708285,55
4.933928859,55
4.281159471,55
5.25136004,55
5.130614899,55
5.106022967,55
4.096199073,55
3.538352648,55
4.605936494,55
4.520763557,55
6.822237083,55
5.161953772,55
4.648310439,55
6.633496564,55
4.155159213,55
4.796199297,55
7.094054687,55
4.227305431,55
5.45754011,55
2.589739072,55
4.688361103,55
3.768577254,55
2.944377139,55
6.240159836,55
6.139300667,55
6.47277741,55
5.900649559,55
4.91383439,55
4.52255106,55
8.930362576,55
4.014815774,55
4.514283679,55
5.139848256,55
4.739657276,55
3.578391579,55
4.370669162,55
4.591389293,55
5.230650503,55
6.413812223,55
3.773504308,55
4.919504783,55
4.788202423,55
7.133828653,55
5.315345031,55
4.134816642,55
5.891387941,55
5.214750479,55
7.491834757,55
7.671776735,55
2.458910182,55
6.150849774,55
5.156658465,55
6.470003084,55
3.500021076,55
4.382676639,55
5.423052633,55
8.988558168,55
5.152817401,55
5.418516914,55
5.622558595,55
1.642901848,55
5.391291056,55
5.812989024,55
6.835815182,55
4.713585342,55
4.677293102,55
4.498963297,55
6.997463834,55
5.700556605,55
4.51020568,55
6.754110948,55
3.136601523,55
5.040637836,55
4.101458531,55
5.912293201,55
8.669908405,55
4.663589367,55
3.762287866,55
