log(MSE-PCA-components),comp,log(MSE-PCA-50-components),log(MSE-PCA-55-components),log(MSE-PCA-60-components)
5.060384994,45,,,
8.953433417,45,,,
5.701991728,45,,,
6.329917727,45,,,
4.345884993,45,,,
7.306773042,45,,,
5.403460566,45,,,
8.069329429,45,,,
5.672267809,45,,,
3.047759323,45,,,
1.781688994,45,,,
5.069901955,45,,,
6.15218823,45,,,
5.2452911,45,,,
1.670473181,45,,,
5.126559326,45,,,
7.130758244,45,,,
8.156234965,45,,,
5.44855894,45,,,
4.274443285,45,,,
5.924340778,45,,,
4.563898433,45,,,
2.448640349,45,,,
6.626123571,45,,,
7.158662941,45,,,
5.982830811,45,,,
5.952057122,45,,,
4.978643581,45,,,
7.456381273,45,,,
4.927927057,45,,,
7.234960092,45,,,
6.758370401,45,,,
6.987517495,45,,,
6.505845572,45,,,
6.116547634,45,,,
4.893510954,45,,,
7.051306843,45,,,
6.802849152,45,,,
5.541786396,45,,,
2.740638194,45,,,
2.249027724,45,,,
5.451852732,45,,,
3.850621161,45,,,
6.318366489,45,,,
4.48111558,45,,,
4.958484784,45,,,
5.41133238,45,,,
5.308380017,45,,,
6.72383002,45,,,
5.788859393,45,,,
5.677617902,45,,,
0.72641631,45,,,
5.280573127,45,,,
7.517412955,45,,,
5.077694915,45,,,
7.095342856,45,,,
2.224846223,45,,,
5.228967403,45,,,
3.32301422,45,,,
4.726346168,45,,,
3.12074955,45,,,
4.032987552,45,,,
2.850827506,45,,,
6.555545666,45,,,
5.533330141,45,,,
6.502688811,45,,,
3.053056274,45,,,
7.581970251,45,,,
4.642118427,45,,,
6.380636523,45,,,
6.453179872,45,,,
2.651481141,45,,,
7.211525157,45,,,
3.374274157,45,,,
5.257918952,45,,,
4.850859898,45,,,
7.215414104,45,,,
5.514847729,45,,,
5.949706322,45,,,
4.19303693,45,,,
6.444268625,45,,,
7.384039849,45,,,
8.14407645,45,,,
8.337734165,45,,,
4.621587867,45,,,
4.213977286,45,,,
4.474596017,45,,,
5.379485422,45,,,
4.019774338,45,,,
4.271434588,45,,,
6.768151128,45,,,
8.271859811,45,,,
6.169176178,45,,,
6.933809076,45,,,
6.246265787,45,,,
7.350914605,45,,,
5.470294247,45,,,
6.424142892,45,,,
1.904988422,45,,,
6.150790802,45,,,
6.873910794,45,,,
6.247786571,45,,,
6.99122335,45,,,
5.378980422,45,,,
4.583394431,45,,,
6.298952444,45,,,
5.541663305,45,,,
6.455211399,45,,,
4.082492787,45,,,
5.95110609,45,,,
6.390637675,45,,,
3.733954477,45,,,
2.166133705,45,,,
3.639498906,45,,,
7.195035053,45,,,
6.86602919,45,,,
5.134701357,45,,,
6.95118455,45,,,
2.564856627,45,,,
6.027428336,45,,,
5.009844576,45,,,
4.641688499,45,,,
7.352955463,45,,,
4.491667584,45,,,
7.953833162,45,,,
6.635065082,45,,,
3.006270726,45,,,
2.818203291,45,,,
7.260756224,45,,,
3.656358264,45,,,
5.395862125,45,,,
7.582090324,45,,,
6.776226658,45,,,
7.378645642,45,,,
6.221651836,45,,,
4.92517578,45,,,
3.481893422,45,,,
2.815598568,45,,,
5.3885399,45,,,
6.327970816,45,,,
5.01223781,45,,,
2.850075841,45,,,
7.448175431,45,,,
2.827264504,45,,,
3.760726626,45,,,
3.882483307,45,,,
4.790245846,45,,,
5.343816614,45,,,
8.867390698,45,,,
9.193053663,45,,,
6.176145347,45,,,
4.890509734,45,,,
7.001784273,45,,,
7.74235945,45,,,
5.86684025,45,,,
7.667111864,45,,,
3.970276655,45,,,
7.401981179,45,,,
4.021980361,45,,,
5.565864791,45,,,
3.498119532,45,,,
2.245489507,45,,,
7.135940604,45,,,
5.861203384,45,,,
3.826016761,45,,,
5.305096627,45,,,
4.308858456,45,,,
7.131276847,45,,,
7.310841665,45,,,
5.30574917,45,,,
3.016909192,45,,,
5.506142714,45,,,
4.077377343,45,,,
2.673768686,45,,,
4.507356432,45,,,
4.976884109,45,,,
4.46445959,45,,,
8.632562525,45,,,
4.239617846,45,,,
5.835111807,45,,,
4.189442021,45,,,
5.08469985,45,,,
3.991468705,45,,,
4.545793936,45,,,
4.517592242,45,,,
5.456223715,45,,,
0.816057565,45,,,
3.078363509,45,,,
5.187926707,45,,,
5.386282383,45,,,
4.870294123,45,,,
3.929108573,45,,,
8.121746072,45,,,
7.152815944,45,,,
6.013543713,45,,,
5.194893688,45,,,
6.884680827,45,,,
7.309913871,45,,,
6.64592309,45,,,
4.210506593,45,,,
6.569259747,45,,,
5.185084538,45,,,
7.067145248,45,,,
7.422509717,45,,,
7.508782026,45,,,
4.378301328,45,,,
7.203929621,45,,,
3.678463534,45,,,
5.402387423,45,,,
7.154938112,45,,,
5.895393618,45,,,
4.973348355,45,,,
6.535899552,45,,,
7.743022572,45,,,
7.105933599,45,,,
6.849394446,45,,,
6.831241515,45,,,
5.463714836,45,,,
5.77797214,45,,,
6.757232978,45,,,
6.382935427,45,,,
3.723736919,45,,,
0.230622836,45,,,
6.737588882,45,,,
6.804576711,45,,,
4.86910077,45,,,
6.296110087,45,,,
6.592982703,45,,,
5.801623195,45,,,
5.436502962,45,,,
6.829345623,45,,,
3.09622255,45,,,
5.045952418,45,,,
4.499636044,45,,,
6.093014823,45,,,
4.629492202,45,,,
6.146676882,45,,,
7.311283668,45,,,
6.695932107,45,,,
5.471935501,45,,,
0.257601589,45,,,
4.561496776,45,,,
7.053213855,45,,,
5.001241847,45,,,
6.5014455,45,,,
3.136415953,45,,,
4.078823269,45,,,
5.620017553,45,,,
5.72773902,45,,,
3.18778845,45,,,
6.119998671,45,,,
5.892720262,45,,,
5.398303887,45,,,
5.197739116,45,,,
3.228624901,45,,,
3.184311296,45,,,
3.836974039,45,,,
5.969784305,45,,,
6.911805704,45,,,
4.94167185,45,,,
2.842171299,45,,,
4.53373194,45,,,
3.679434046,45,,,
2.094652717,45,,,
5.572732364,45,,,
6.495752497,45,,,
5.717016157,45,,,
6.858515731,45,,,
6.185793348,45,,,
7.249353992,45,,,
2.554892714,45,,,
6.798982287,45,,,
6.023148801,45,,,
6.075677565,45,,,
4.799563437,45,,,
6.599675562,45,,,
3.740611686,45,,,
6.345862032,45,,,
0.619994187,45,,,
6.257215159,45,,,
6.631223538,45,,,
5.047769442,45,,,
5.479416392,45,,,
2.605572264,45,,,
5.638886468,45,,,
5.959550804,45,,,
5.021952744,45,,,
5.362215004,45,,,
6.123863053,45,,,
4.148242798,45,,,
6.472441333,45,,,
7.115298044,45,,,
8.325158104,45,,,
3.552136384,45,,,
4.202171744,45,,,
3.577399705,45,,,
6.059735321,45,,,
3.685679914,45,,,
4.986769381,45,,,
6.45671408,45,,,
8.138827672,45,,,
6.802408988,45,,,
5.327472915,45,,,
3.022876682,45,,,
6.985225382,45,,,
5.581324795,45,,,
5.720304622,45,,,
8.44092974,45,,,
8.66985523,45,,,
4.232518995,45,,,
5.963318851,45,,,
6.358866064,45,,,
5.434691433,45,,,
4.687457312,45,,,
5.291457727,45,,,
3.388408946,45,,,
3.796029444,45,,,
8.076726093,45,,,
6.688905855,45,,,
5.552049084,45,,,
4.298055938,45,,,
7.221368322,45,,,
5.106672822,45,,,
5.719888944,45,,,
6.894676223,45,,,
5.030112747,45,,,
8.300212283,45,,,
4.149617304,45,,,
6.01045087,45,,,
3.367922296,45,,,
3.44124906,45,,,
5.611759225,45,,,
3.908371327,45,,,
6.896176494,45,,,
5.013098891,45,,,
4.730953092,45,,,
6.260841052,45,,,
4.626414925,45,,,
4.367837817,45,,,
3.659602575,45,,,
4.728507295,45,,,
5.47973914,45,,,
7.089101209,45,,,
5.137245807,45,,,
5.518417534,45,,,
7.57692761,45,,,
6.60515893,45,,,
8.275997191,45,,,
3.046237217,45,,,
4.427642661,45,,,
7.351939997,45,,,
5.002456184,45,,,
7.310018581,45,,,
6.848164621,45,,,
7.77090431,45,,,
6.511708395,45,,,
4.225276359,45,,,
6.549488056,45,,,
7.784482621,45,,,
5.122662957,45,,,
4.113398381,45,,,
3.692780754,45,,,
4.84741122,45,,,
2.73916705,45,,,
4.629917133,45,,,
8.213551682,45,,,
6.14868483,45,,,
3.657689367,45,,,
4.85885419,45,,,
5.948193819,45,,,
5.13466784,45,,,
5.990104675,45,,,
4.261499526,45,,,
5.521954204,45,,,
8.20193589,45,,,
3.414998396,45,,,
5.158559704,45,,,
4.564498384,45,,,
4.219014815,45,,,
5.580908549,45,,,
4.533972825,45,,,
7.213825398,45,,,
3.512677592,45,,,
5.479500606,45,,,
6.204910656,45,,,
6.878502785,45,,,
3.636294754,45,,,
5.744612282,45,,,
6.060902968,45,,,
5.522629241,45,,,
5.085195848,45,,,
6.774050514,45,,,
5.178324889,45,,,
3.896639785,45,,,
4.153167623,45,,,
4.27403412,45,,,
8.274718235,45,,,
3.144811609,45,,,
7.372369695,45,,,
8.566283787,45,,,
4.41268232,45,,,
8.097044445,45,,,
8.643306056,45,,,
5.594942674,45,,,
4.245287501,45,,,
1.069427714,45,,,
6.692279002,45,,,
7.426842225,45,,,
6.10116843,45,,,
5.308199257,45,,,
5.808013492,45,,,
3.577676438,45,,,
6.307657924,45,,,
6.405071974,45,,,
5.542838806,45,,,
5.932751635,45,,,
7.271734139,45,,,
3.571790167,45,,,
4.59706261,45,,,
4.516653937,45,,,
7.770979828,45,,,
5.763001774,45,,,
7.071141854,45,,,
4.709771014,45,,,
3.07185684,45,,,
5.294323041,45,,,
2.600783347,45,,,
4.889636645,45,,,
6.770996901,45,,,
5.171944044,45,,,
2.945443948,45,,,
6.482261531,45,,,
5.889549162,45,,,
6.287309774,45,,,
3.960247708,45,,,
3.530007002,45,,,
5.202787924,45,,,
6.562660904,45,,,
8.544222175,45,,,
8.899191654,45,,,
8.029392357,45,,,
5.646461604,45,,,
3.462940595,45,,,
6.234767329,45,,,
4.940940817,45,,,
5.602991625,45,,,
6.213079037,45,,,
7.933578962,45,,,
5.923818052,45,,,
6.199161283,45,,,
2.974849229,45,,,
3.71793622,45,,,
6.205256771,45,,,
5.735049,45,,,
6.095728366,45,,,
6.390829365,45,,,
6.096261404,45,,,
5.528857083,45,,,
5.89834883,45,,,
2.047375804,45,,,
5.811671073,45,,,
6.075927555,45,,,
6.696487023,45,,,
8.373845067,45,,,
5.770516136,45,,,
5.088496763,45,,,
7.20994758,45,,,
4.872335178,45,,,
5.095792324,45,,,
6.146145155,45,,,
5.153508722,45,,,
3.436297962,45,,,
6.164771327,45,,,
7.132546203,45,,,
6.568599082,45,,,
9.223839342,45,,,
5.499889589,45,,,
5.296855116,45,,,
6.786066622,45,,,
3.790092587,45,,,
2.67973562,45,,,
7.238589014,45,,,
4.672688073,45,,,
7.423482618,45,,,
6.504991703,45,,,
5.277521025,45,,,
6.760747765,45,,,
4.10206841,45,,,
6.086872517,45,,,
4.791101299,45,,,
6.442505664,45,,,
7.28592142,45,,,
4.275651319,45,,,
6.677096683,45,,,
2.04806686,45,,,
4.050069451,45,,,
7.243538802,45,,,
7.633396075,45,,,
8.230818971,45,,,
7.962523687,45,,,
2.897709678,45,,,
5.854314642,45,,,
6.0430568,45,,,
6.075654106,45,,,
6.64500362,45,,,
1.91786283,45,,,
3.158694983,45,,,
3.527654888,45,,,
5.734798836,45,,,
7.085909905,45,,,
6.634563759,45,,,
4.504593707,45,,,
6.649996652,45,,,
6.447910155,45,,,
6.540016901,45,,,
4.830504817,45,,,
5.825475274,45,,,
5.53215077,45,,,
5.376118983,45,,,
5.176720093,45,,,
7.558805671,45,,,
4.652509422,45,,,
5.687697379,45,,,
3.743235908,45,,,
3.971083618,45,,,
5.842980612,45,,,
2.109104706,45,,,
9.322900734,45,,,
8.312200981,45,,,
5.678864967,45,,,
7.955717061,45,,,
4.505928337,45,,,
9.474725796,45,,,
7.371900238,45,,,
7.404338405,45,,,
6.364980768,45,,,
3.959213933,45,,,
5.775480242,45,,,
3.504347051,45,,,
4.38327593,45,,,
8.488976752,45,,,
5.573237283,45,,,
4.724927319,45,,,
4.732526796,45,,,
6.469810146,45,,,
8.626051891,45,,,
5.166457811,45,,,
6.215554275,45,,,
5.603420488,45,,,
7.463321926,45,,,
4.907998771,45,,,
6.542902258,45,,,
4.46544288,45,,,
7.99851018,45,,,
7.8179508,45,,,
3.408499453,45,,,
5.13083854,45,,,
4.800454768,45,,,
6.629163962,45,,,
3.83889792,45,,,
6.270116628,45,,,
5.885659775,45,,,
7.221645535,45,,,
5.312910606,45,,,
6.125144287,45,,,
7.846310301,45,,,
5.12495177,45,,,
6.649060149,45,,,
3.949529451,45,,,
8.790627603,45,,,
6.308858341,45,,,
3.371476406,45,,,
4.578518262,45,,,
6.494036284,45,,,
4.991873659,45,,,
7.467101996,45,,,
5.40626055,45,,,
5.295674029,45,,,
4.883162289,45,,,
7.420520235,45,,,
6.535879146,45,,,
5.252308099,45,,,
5.7732966,45,,,
6.202131078,45,,,
4.722396562,45,,,
2.889323438,45,,,
5.092842874,45,,,
6.739523056,45,,,
7.074050223,45,,,
4.182689642,45,,,
6.202953409,45,,,
3.605393848,45,,,
3.918383351,45,,,
1.39085016,45,,,
4.194305241,45,,,
5.894273273,45,,,
8.4307061,45,,,
6.214323604,45,,,
4.013315566,45,,,
6.031156338,45,,,
5.679651487,45,,,
7.984988484,45,,,
7.166443078,45,,,
3.910632879,45,,,
7.517283557,45,,,
6.284580979,45,,,
6.051370563,45,,,
3.85675776,45,,,
6.745615414,45,,,
3.538106509,45,,,
3.860524419,45,,,
4.079885057,45,,,
9.310349462,45,,,
6.11327899,45,,,
2.759589945,45,,,
5.385437724,45,,,
6.093577658,45,,,
5.027589951,45,,,
7.334467706,45,,,
3.089115911,45,,,
3.963191582,45,,,
0.703741497,45,,,
2.930396723,45,,,
8.914952012,45,,,
4.799662932,45,,,
5.004915435,45,,,
7.603366531,45,,,
3.621256347,45,,,
6.133076001,45,,,
5.798872349,45,,,
7.411551761,45,,,
5.06392051,45,,,
7.747382323,45,,,
3.925109307,45,,,
6.716183958,45,,,
9.180469238,45,,,
4.091056743,45,,,
7.414537684,45,,,
2.998218651,45,,,
4.922541789,45,,,
4.523299382,45,,,
6.017535604,45,,,
3.161991529,45,,,
7.366967977,45,,,
1.683488771,45,,,
6.934823266,45,,,
5.957617465,45,,,
4.799157945,45,,,
7.238681694,45,,,
4.241982117,45,,,
6.366323381,45,,,
8.409080659,45,,,
4.372761818,45,,,
5.745552945,45,,,
7.420416144,45,,,
6.192335778,45,,,
6.674965649,45,,,
5.925928295,45,,,
3.953219832,45,,,
3.480268689,45,,,
4.504896705,45,,,
7.206276101,45,,,
5.57375863,45,,,
1.521666081,45,,,
6.776765401,45,,,
4.706775154,45,,,
5.062101222,45,,,
5.053422446,45,,,
7.992148768,45,,,
7.462615348,45,,,
5.411689716,45,,,
4.390515776,45,,,
6.679523598,45,,,
4.929715058,45,,,
6.669429307,45,,,
7.60143292,45,,,
3.744137637,45,,,
6.250204628,45,,,
5.232583796,45,,,
3.353343973,45,,,
7.771230826,45,,,
2.76435619,45,,,
4.361847399,45,,,
6.865866921,45,,,
6.246268773,45,,,
4.41705355,45,,,
3.155088324,45,,,
6.426032343,45,,,
5.12354382,45,,,
5.588732346,45,,,
4.895529869,45,,,
5.983615526,45,,,
1.847385886,45,,,
3.628047029,45,,,
7.110972188,45,,,
4.789184163,45,,,
4.587288945,45,,,
7.320642856,45,,,
5.808195092,45,,,
6.389905045,45,,,
3.478907706,45,,,
7.011187914,45,,,
6.368306999,45,,,
6.244945832,45,,,
8.139801374,45,,,
5.800803781,45,,,
6.646525675,45,,,
7.400546303,45,,,
2.685690046,45,,,
4.193819567,45,,,
7.316081007,45,,,
7.040179843,45,,,
4.722030216,45,,,
7.221573783,45,,,
5.545022282,45,,,
7.755100802,45,,,
5.532410457,45,,,
4.831522329,45,,,
6.202158548,45,,,
4.244537355,45,,,
8.937595735,45,,,
8.819072363,45,,,
6.817929381,45,,,
4.676145324,45,,,
7.814367193,45,,,
7.018145386,45,,,
7.593927776,45,,,
6.156393614,45,,,
4.932868606,45,,,
5.436081598,45,,,
2.257876326,45,,,
3.997402446,45,,,
6.247074993,45,,,
3.667502766,45,,,
1.988946487,45,,,
2.332117525,45,,,
5.965203536,45,,,
4.447388017,45,,,
7.665483549,45,,,
5.823395929,45,,,
4.401161916,45,,,
6.48589056,45,,,
5.786489945,45,,,
4.137981682,45,,,
5.65668979,45,,,
6.297848943,45,,,
6.240873674,45,,,
8.019431645,45,,,
6.554600764,45,,,
6.445296819,45,,,
6.08179924,45,,,
7.045217867,45,,,
7.21679148,45,,,
6.995538981,45,,,
6.952472071,45,,,
5.806599934,45,,,
5.768245796,45,,,
4.091617407,45,,,
5.339279512,45,,,
4.907025519,50,,,
2.495566389,50,,,
6.127765686,50,,,
5.111516217,50,,,
4.327989623,50,,,
5.559930969,50,,,
-0.16310432,50,,,
6.476989922,50,,,
6.567560479,50,,,
5.718078349,50,,,
6.48489176,50,,,
6.007887557,50,,,
6.496531856,50,,,
5.064344978,50,,,
2.903460001,50,,,
5.747165396,50,,,
5.645483669,50,,,
3.841204717,50,,,
0.168748721,50,,,
5.34959351,50,,,
6.482215948,50,,,
6.200214664,50,,,
5.207925621,50,,,
5.499596799,50,,,
7.232095945,50,,,
3.729385847,50,,,
5.979147023,50,,,
5.797900279,50,,,
5.096781259,50,,,
7.726349957,50,,,
6.367402111,50,,,
8.324702207,50,,,
3.068921244,50,,,
3.668612051,50,,,
5.806705436,50,,,
5.294620892,50,,,
3.231209124,50,,,
8.506726525,50,,,
5.329192521,50,,,
6.90049049,50,,,
6.547352452,50,,,
6.716017322,50,,,
6.335718113,50,,,
5.797972078,50,,,
4.091853517,50,,,
4.137461529,50,,,
6.267924051,50,,,
5.48061222,50,,,
7.932660872,50,,,
6.248683804,50,,,
7.193555772,50,,,
5.878161057,50,,,
4.645603238,50,,,
6.174819035,50,,,
6.421987643,50,,,
1.93446181,50,,,
6.18127823,50,,,
8.871745831,50,,,
3.601642638,50,,,
1.776222937,50,,,
7.188644841,50,,,
6.316571181,50,,,
5.833506822,50,,,
6.488539376,50,,,
6.472359879,50,,,
4.865000867,50,,,
6.447427611,50,,,
7.99858901,50,,,
6.121631354,50,,,
5.146851272,50,,,
6.290754129,50,,,
3.28466688,50,,,
7.870229107,50,,,
4.342849011,50,,,
4.82212372,50,,,
6.374192441,50,,,
7.358988508,50,,,
6.032605766,50,,,
1.626716365,50,,,
5.262856994,50,,,
6.509239956,50,,,
6.513538386,50,,,
5.197661833,50,,,
6.180729519,50,,,
3.537788435,50,,,
7.081737462,50,,,
6.422790409,50,,,
3.733739306,50,,,
7.515901428,50,,,
6.096800339,50,,,
4.362375077,50,,,
3.451947468,50,,,
6.612753391,50,,,
5.755972131,50,,,
4.300227577,50,,,
5.006421411,50,,,
5.629425511,50,,,
3.669973603,50,,,
6.40858349,50,,,
4.983021495,50,,,
5.740156996,50,,,
3.605091083,50,,,
6.73771407,50,,,
4.972756876,50,,,
6.112888205,50,,,
7.546107308,50,,,
5.334840388,50,,,
2.220065234,50,,,
8.554505984,50,,,
5.242811818,50,,,
5.667581201,50,,,
3.966576848,50,,,
8.432631438,50,,,
5.256184403,50,,,
6.936001423,50,,,
5.766093499,50,,,
4.628656851,50,,,
5.147991417,50,,,
6.615564441,50,,,
5.941647174,50,,,
9.272882288,50,,,
7.306142286,50,,,
6.8102631,50,,,
6.242845773,50,,,
4.732331444,50,,,
5.591608242,50,,,
8.621580551,50,,,
7.914515096,50,,,
6.8690545,50,,,
6.122583354,50,,,
3.698258399,50,,,
4.446337977,50,,,
3.393182458,50,,,
5.848118212,50,,,
5.666059037,50,,,
3.229520265,50,,,
6.856319489,50,,,
7.763956672,50,,,
3.432154471,50,,,
7.269318798,50,,,
4.409064488,50,,,
6.521846765,50,,,
4.957029522,50,,,
3.958937341,50,,,
2.494699193,50,,,
5.879114149,50,,,
6.356796268,50,,,
6.932029981,50,,,
5.922232002,50,,,
5.549981762,50,,,
5.305032138,50,,,
6.933777172,50,,,
6.601007826,50,,,
6.563420503,50,,,
6.914799744,50,,,
5.777002031,50,,,
4.926308963,50,,,
5.945637603,50,,,
6.101895556,50,,,
4.882060209,50,,,
4.051681979,50,,,
4.1007136,50,,,
6.215184653,50,,,
6.021809757,50,,,
3.587323,50,,,
7.532149839,50,,,
7.296563694,50,,,
5.185732655,50,,,
7.432004874,50,,,
7.466797974,50,,,
7.609924527,50,,,
3.763281306,50,,,
3.71528145,50,,,
4.473343185,50,,,
4.70064806,50,,,
6.737835716,50,,,
3.793177126,50,,,
6.734501337,50,,,
6.325775604,50,,,
4.744505322,50,,,
7.861881012,50,,,
3.848142471,50,,,
4.46663852,50,,,
5.465176583,50,,,
4.009884527,50,,,
7.396750958,50,,,
5.403799716,50,,,
7.874072036,50,,,
6.040824319,50,,,
3.995642635,50,,,
5.719706094,50,,,
5.413164102,50,,,
8.664420888,50,,,
3.568220009,50,,,
7.199854974,50,,,
3.851077955,50,,,
6.835271705,50,,,
5.113593084,50,,,
4.633028336,50,,,
6.520057112,50,,,
2.673800267,50,,,
7.152535079,50,,,
7.410108634,50,,,
6.842667421,50,,,
5.281025781,50,,,
7.617286315,50,,,
4.89191703,50,,,
5.251708853,50,,,
2.793925849,50,,,
5.089468493,50,,,
4.546288163,50,,,
8.61213353,50,,,
4.717543924,50,,,
8.670822336,50,,,
4.68014066,50,,,
3.942577429,50,,,
3.964318864,50,,,
4.795610829,50,,,
6.10776815,50,,,
6.45859521,50,,,
4.985538336,50,,,
2.983641653,50,,,
5.915061774,50,,,
5.347945251,50,,,
1.371765963,50,,,
6.598034334,50,,,
6.254013221,50,,,
1.71790304,50,,,
4.522125706,50,,,
2.229844078,50,,,
4.921689007,50,,,
2.318165899,50,,,
2.909398712,50,,,
8.247694414,50,,,
5.019462996,50,,,
7.358669142,50,,,
8.127980333,50,,,
5.562426828,50,,,
7.795518354,50,,,
6.595779222,50,,,
3.390613514,50,,,
4.98248625,50,,,
8.93136119,50,,,
5.6735246,50,,,
6.256991354,50,,,
4.262545333,50,,,
7.230468414,50,,,
5.162581922,50,,,
8.050917225,50,,,
5.585777647,50,,,
2.844458438,50,,,
1.561918455,50,,,
4.895418923,50,,,
6.112727172,50,,,
5.17725844,50,,,
1.399237428,50,,,
5.003343761,50,,,
7.107825547,50,,,
8.103414529,50,,,
5.371009209,50,,,
4.155498972,50,,,
5.813083504,50,,,
4.652890355,50,,,
2.276947973,50,,,
6.525438988,50,,,
7.093925621,50,,,
5.841852667,50,,,
5.945119941,50,,,
4.849235912,50,,,
7.336061157,50,,,
4.777103961,50,,,
7.072637933,50,,,
6.728855991,50,,,
6.97386406,50,,,
6.437351228,50,,,
6.045024803,50,,,
4.693466049,50,,,
7.032713062,50,,,
6.75858272,50,,,
5.449043917,50,,,
2.449010786,50,,,
1.564089086,50,,,
5.355617304,50,,,
3.696877702,50,,,
6.262617114,50,,,
4.323998046,50,,,
4.917086258,50,,,
5.349148091,50,,,
5.207240591,50,,,
6.680056768,50,,,
5.681283228,50,,,
5.601878705,50,,,
0.314940821,50,,,
5.138067535,50,,,
7.424230238,50,,,
4.980989872,50,,,
7.059054861,50,,,
1.943463573,50,,,
5.219899607,50,,,
3.160354321,50,,,
4.573257506,50,,,
2.930847827,50,,,
3.933166011,50,,,
1.625119367,50,,,
6.49889971,50,,,
5.431017811,50,,,
6.508951544,50,,,
2.848330366,50,,,
7.566451691,50,,,
4.472247913,50,,,
6.353049191,50,,,
6.342153763,50,,,
2.558154947,50,,,
7.152796298,50,,,
3.180053909,50,,,
5.166680105,50,,,
4.751369547,50,,,
7.179445871,50,,,
5.297131284,50,,,
5.794273247,50,,,
3.963694234,50,,,
6.453975986,50,,,
7.35666702,50,,,
8.027035602,50,,,
8.313759394,50,,,
4.395472853,50,,,
4.20073162,50,,,
4.335888742,50,,,
5.309481017,50,,,
3.653159534,50,,,
3.940403669,50,,,
6.716413111,50,,,
8.299857085,50,,,
6.14752523,50,,,
6.9249206,50,,,
6.232864474,50,,,
7.30276425,50,,,
5.434690767,50,,,
6.352135597,50,,,
1.005166012,50,,,
6.079037274,50,,,
6.812608974,50,,,
6.143255988,50,,,
6.942968306,50,,,
5.234683791,50,,,
4.420427365,50,,,
6.239768548,50,,,
5.477457624,50,,,
6.380630681,50,,,
3.89345943,50,,,
5.856224935,50,,,
6.371969856,50,,,
3.552878322,50,,,
1.921874375,50,,,
3.739918848,50,,,
7.227746513,50,,,
6.754854309,50,,,
5.013785438,50,,,
6.899625412,50,,,
2.343846932,50,,,
5.972742597,50,,,
4.89515772,50,,,
4.512983586,50,,,
7.340694801,50,,,
4.455910986,50,,,
7.905225707,50,,,
6.616983906,50,,,
2.758183206,50,,,
2.344542185,50,,,
7.220951997,50,,,
3.485369734,50,,,
5.221542914,50,,,
7.561119843,50,,,
6.737674893,50,,,
7.305372945,50,,,
6.08160161,50,,,
4.823619386,50,,,
3.271788687,50,,,
2.56394412,50,,,
5.344526849,50,,,
6.251975794,50,,,
4.910172703,50,,,
2.554366162,50,,,
7.440482067,50,,,
2.614702206,50,,,
3.656358658,50,,,
3.65747092,50,,,
4.684944632,50,,,
5.215417206,50,,,
8.826670829,50,,,
9.137675316,50,,,
6.105846998,50,,,
4.88121699,50,,,
6.944111325,50,,,
7.730362328,50,,,
5.866868768,50,,,
7.658539994,50,,,
3.731991427,50,,,
7.396399837,50,,,
3.846792513,50,,,
5.469502955,50,,,
3.342266481,50,,,
2.146452623,50,,,
7.071418744,50,,,
5.779524189,50,,,
3.687463581,50,,,
5.24541611,50,,,
4.189932598,50,,,
7.092860231,50,,,
7.271744955,50,,,
5.259164736,50,,,
2.990316021,50,,,
5.391169875,50,,,
3.94640792,50,,,
2.491284785,50,,,
4.408502934,50,,,
4.886102656,50,,,
4.220866833,50,,,
8.584489214,50,,,
4.100084689,50,,,
5.741067901,50,,,
4.024201443,50,,,
4.935392442,50,,,
3.746966104,50,,,
4.516155183,50,,,
4.267642339,50,,,
5.372096485,50,,,
0.64544209,50,,,
2.857044088,50,,,
5.042757051,50,,,
5.319196729,50,,,
4.777989982,50,,,
3.720928336,50,,,
8.107177,50,,,
6.995779207,50,,,
5.977823769,50,,,
5.053483555,50,,,
6.797872427,50,,,
7.242556493,50,,,
6.590103901,50,,,
3.895670547,50,,,
6.494953347,50,,,
5.083849319,50,,,
7.033379306,50,,,
7.3669234,50,,,
7.494590445,50,,,
4.108837621,50,,,
7.149084802,50,,,
3.517648965,50,,,
5.276066328,50,,,
7.061836551,50,,,
5.724889575,50,,,
4.767376147,50,,,
6.344186448,50,,,
7.70057972,50,,,
6.994870363,50,,,
6.686799122,50,,,
6.70232383,50,,,
5.370903212,50,,,
5.714851409,50,,,
6.726482488,50,,,
6.333398873,50,,,
3.467465325,50,,,
1.120421676,50,,,
6.661339106,50,,,
6.726170975,50,,,
4.756602418,50,,,
6.12160292,50,,,
6.550821578,50,,,
5.669847248,50,,,
5.311830615,50,,,
6.782954532,50,,,
2.847759953,50,,,
4.97206916,50,,,
4.308128654,50,,,
6.07105864,50,,,
4.532394217,50,,,
6.12571905,50,,,
7.284325738,50,,,
6.635062417,50,,,
5.359128308,50,,,
-0.037086761,50,,,
4.450469555,50,,,
7.018986776,50,,,
4.814336876,50,,,
6.499342119,50,,,
2.969276843,50,,,
3.896805571,50,,,
5.521953289,50,,,
5.679075927,50,,,
3.109996212,50,,,
6.061591394,50,,,
5.778651346,50,,,
5.27448849,50,,,
4.993492426,50,,,
3.073435775,50,,,
2.987389925,50,,,
3.737621298,50,,,
5.888656111,50,,,
6.847917816,50,,,
4.714427944,50,,,
2.678133241,50,,,
4.314259029,50,,,
3.901326043,50,,,
1.856072898,50,,,
5.410827328,50,,,
6.42441603,50,,,
5.629012702,50,,,
