log(MSE-ICA-components),comp
4.386409449,45
2.595953179,45
4.920867881,45
5.777413398,45
6.193823613,45
7.315926875,45
5.738791169,45
6.060281658,45
5.497609632,45
8.068466081,45
6.157625885,45
6.369611965,45
7.387809427,45
3.501472816,45
6.219448325,45
5.569517345,45
4.269033952,45
4.47319398,45
4.900418169,45
3.990939779,45
1.540518062,45
6.541570692,45
4.751227288,45
5.599636612,45
6.338671987,45
5.371405003,45
3.303226959,45
5.796148001,45
3.677399859,45
5.480977865,45
6.818262098,45
6.541500665,45
5.682679873,45
6.076121754,45
5.899718245,45
8.190660434,45
2.786141637,45
3.926706543,45
3.82709907,45
6.057016799,45
4.23879058,45
6.189021042,45
4.863678525,45
3.401614877,45
1.980327751,45
4.348381687,45
7.213929602,45
3.649104602,45
1.468330461,45
5.001311259,45
6.719429515,45
7.112918272,45
3.60804307,45
5.912977429,45
5.795219001,45
6.151422568,45
6.982032558,45
7.850492753,45
7.908144201,45
7.449946481,45
5.174553873,45
7.923860894,45
6.60710228,45
7.786348111,45
6.570492548,45
4.863655312,45
7.327471956,45
5.32508035,45
4.542173282,45
4.815125221,45
6.57082543,45
6.349033348,45
7.373891605,45
4.639808354,45
5.814193524,45
7.098117013,45
4.861272279,45
5.324888617,45
7.670210064,45
6.377739821,45
6.38956534,45
5.034601076,45
6.870828299,45
7.424986706,45
6.777178258,45
5.244060846,45
8.518356641,45
2.640794232,45
5.724173489,45
6.75413141,45
5.252640211,45
5.886218339,45
6.10504446,45
4.206062239,45
5.11266538,45
8.379424009,45
1.957556457,45
6.123787462,45
6.381503176,45
7.598205665,45
5.495229544,45
3.672771409,45
5.393267374,45
7.359085513,45
2.206067672,45
5.547657853,45
6.164892121,45
6.12811533,45
7.748290919,45
5.162744183,45
5.790182822,45
6.546049281,45
6.629916005,45
6.66391361,45
3.022829903,45
5.407765798,45
6.407008821,45
8.709231958,45
5.166911312,45
5.829222661,45
2.072015431,45
6.869113406,45
6.563765326,45
6.510710189,45
5.719671853,45
7.151607156,45
5.506734112,45
8.898083127,45
4.783135165,45
7.198105682,45
6.965399159,45
2.840034937,45
2.650052741,45
3.851463537,45
3.224568818,45
4.671296506,45
4.303725631,45
6.459085732,45
7.99101431,45
7.258484799,45
6.900809029,45
3.729193141,45
6.956867105,45
7.455396326,45
5.829378111,45
6.220120253,45
4.136841667,45
3.070147227,45
6.376073591,45
2.803403844,45
5.866429888,45
5.210678046,45
6.60322417,45
5.475792259,45
5.322192593,45
4.174553694,45
5.705698769,45
6.726025649,45
7.050320838,45
3.388009608,45
6.24175123,45
6.325545709,45
6.731091952,45
4.453927059,45
4.724675777,45
5.850367594,45
4.382091673,45
5.080791646,45
4.752779173,45
4.841738118,45
6.06620017,45
4.611793407,45
6.666574143,45
8.249802187,45
5.444812189,45
4.123423313,45
2.186595644,45
3.90251136,45
4.660823978,45
6.068630572,45
4.723323162,45
6.825903503,45
5.804928035,45
4.762318426,45
8.199657859,45
7.245090224,45
3.987092146,45
5.771819622,45
3.56629992,45
4.169299511,45
7.321586811,45
3.456129322,45
4.525592217,45
1.419854948,45
6.988277167,45
6.629676806,45
7.90739511,45
5.576263997,45
3.432015895,45
7.168886789,45
7.428961255,45
7.896756875,45
6.065537192,45
3.986674479,45
7.545490572,45
4.927435889,45
2.406335121,45
2.907700534,45
4.88130139,45
5.425803406,45
8.077392262,45
8.001464316,45
5.937226231,45
4.453881795,45
6.496078735,45
7.998479662,45
6.327280141,45
5.993455819,45
6.469102899,45
4.869616398,45
4.301028732,45
7.245307875,45
6.852101214,45
7.56303396,45
4.730056703,45
7.676913748,45
4.85853245,45
4.051713561,45
2.74431299,45
3.546458129,45
1.07145234,45
5.926860391,45
4.773901248,45
7.350507303,45
5.007657333,45
6.188460024,45
6.336439893,45
6.147558648,45
3.680206623,45
7.132828242,45
4.245677118,45
7.63201227,45
6.891640086,45
5.959267041,45
7.117147065,45
4.604089738,45
4.796469898,45
6.714923834,45
2.001475051,45
5.136282293,45
7.125745131,45
8.560258279,45
6.732613247,45
6.919542545,45
3.929671526,45
3.858498799,45
5.862538752,45
4.330370878,45
5.080381978,45
2.359540883,45
4.062688266,45
3.81732357,45
6.089418802,50
3.993990505,50
4.307026271,50
4.921745489,50
6.378272237,50
5.065786747,50
4.045630956,50
6.882516407,50
6.987331179,50
7.701789469,50
7.028443271,50
5.834261448,50
7.121029389,50
6.469899492,50
4.106730913,50
6.655934833,50
3.83228558,50
3.468871907,50
5.835428304,50
2.731554155,50
5.458649615,50
7.316019039,50
4.214560842,50
6.611193382,50
6.37395223,50
4.312143657,50
3.000603963,50
6.237397433,50
5.02343139,50
5.871484844,50
4.907544742,50
6.357326376,50
5.291878453,50
3.896949644,50
6.304729837,50
6.18731531,50
6.764706713,50
5.412058635,50
7.546527938,50
8.481299884,50
5.078278066,50
9.034407662,50
5.304548068,50
5.822361318,50
5.817759131,50
4.521062194,50
5.850978046,50
2.412522217,50
3.440527541,50
4.802073278,50
5.725981051,50
4.63006985,50
6.441324508,50
7.467848666,50
5.3765153,50
5.04201283,50
4.791306656,50
7.630006632,50
4.561771225,50
5.599556513,50
3.678701722,50
6.821501128,50
8.875389209,50
6.344421479,50
6.120147872,50
8.410052881,50
5.52720331,50
2.612034002,50
5.032209263,50
4.583622556,50
6.327006737,50
4.882695105,50
3.167227821,50
7.985342229,50
6.467112584,50
8.111453496,50
5.256060812,50
7.970890395,50
7.548377746,50
4.383408507,50
3.31863057,50
4.182677303,50
4.546427823,50
5.99238461,50
3.919953815,50
3.928367884,50
5.625062765,50
6.728197605,50
5.435306662,50
3.327741725,50
7.102551033,50
5.299044336,50
6.879327453,50
4.86804373,50
6.989834912,50
7.538663506,50
6.416309909,50
6.490939982,50
6.903741482,50
6.913180568,50
8.790938168,50
7.454137968,50
4.826248496,50
6.690405838,50
5.675782255,50
2.27407114,50
5.835848777,50
7.018290842,50
4.528840251,50
6.333628243,50
8.33159867,50
5.863006931,50
6.833865587,50
7.0222677,50
3.944149983,50
6.262116459,50
6.960127089,50
4.804111468,50
4.596364593,50
8.749743142,50
4.313230814,50
5.711984726,50
6.404163483,50
5.422608583,50
6.095181149,50
5.04884137,50
7.207020817,50
5.932454539,50
4.9537917,50
5.832923426,50
4.203900899,50
5.733586968,50
5.014905035,50
5.940846307,50
5.778051854,50
4.676570497,50
5.952309734,50
5.541595832,50
4.444771415,50
6.294931463,50
5.37229865,50
6.978967084,50
4.628314732,50
3.902948448,50
6.61078211,50
5.395966617,50
5.698399973,50
8.407081566,50
4.7551702,50
3.369611431,50
5.240689967,50
5.56119789,50
6.626718093,50
1.951160623,50
5.729611977,50
5.998220089,50
7.172007584,50
5.628548725,50
5.289398469,50
4.534377284,50
8.722825605,50
6.556210347,50
4.961128519,50
7.667549909,50
7.476083621,50
5.854874107,50
7.090038599,50
6.95737191,50
5.578611451,50
3.934543386,50
6.719566483,50
2.014536743,50
5.366079327,50
6.182951791,50
5.471404844,50
5.537938669,50
4.863441425,50
2.80000244,50
4.069025189,50
6.404644948,50
5.620538517,50
5.77206554,50
4.976271347,50
4.723329534,50
5.263411756,50
6.317542697,50
9.077443443,50
4.728904715,50
5.336882544,50
4.556699314,50
6.393829839,50
8.176970658,50
6.429908472,50
4.767213829,50
3.60816962,50
4.24349028,50
5.595712796,50
8.129221915,50
5.68254958,50
6.835804705,50
5.771599118,50
5.556661615,50
7.404706106,50
5.900155257,50
3.329940378,50
2.883910021,50
6.799439351,50
8.119834944,50
5.157390179,50
7.047392052,50
7.561375503,50
5.015740648,50
4.510144603,50
5.324642453,50
5.724482076,50
5.272654416,50
5.367708311,50
4.495810834,50
4.453337577,50
6.472902956,50
3.939056032,50
5.694351444,50
4.69163076,50
8.258792167,50
7.913315583,50
8.095109249,50
5.290851286,50
4.687474879,50
7.118289206,50
3.565513071,50
3.872739058,50
3.3441578,50
4.210142665,50
6.084604863,50
4.633359946,50
4.887781095,50
5.717721284,50
5.3550983,50
4.120935401,50
6.989990125,50
4.379342639,50
2.505641773,50
6.75857505,50
4.837206453,50
2.180462976,50
7.497871889,50
5.47316727,50
8.060700542,50
5.301884453,50
5.228987192,50
5.599524561,50
3.187512637,50
8.422584784,50
3.06145932,50
4.337763751,50
8.55805085,50
8.071429481,50
5.018247947,50
3.695354115,50
3.989410072,50
8.193612858,50
5.50618461,50
4.518187662,50
5.623948867,50
5.997655556,50
3.895568174,50
7.098375159,50
4.024133243,50
5.600859995,50
6.813719958,50
7.682960087,50
7.749467314,50
4.311276028,50
6.593120512,50
8.912963394,50
6.682851509,50
4.85783817,50
7.063614133,50
6.732726535,50
6.556759499,50
7.345588013,50
6.294149009,50
8.83143074,50
7.322452854,50
5.07126432,50
6.604161228,50
5.088789482,50
5.899990198,50
7.489485168,50
8.766783021,50
5.600690401,50
5.50900803,50
5.376017762,50
2.085712275,50
4.65694603,50
3.157130924,50
5.418041334,50
5.904662527,50
7.054033499,50
4.945393075,50
6.756903841,50
6.738410143,50
7.943060227,50
5.817675031,50
4.941120872,50
3.366021699,50
4.810889746,50
4.218107629,50
6.300599984,50
7.517963838,50
4.509955308,50
4.465790251,50
4.971740618,50
6.922946406,50
6.683411705,50
5.719293021,50
6.411844651,50
5.908576778,50
5.623559748,50
8.594885257,50
3.683570971,50
3.104936406,50
6.723952798,50
7.854300023,50
3.915969371,50
2.769498817,50
1.865571304,50
5.403884091,50
5.283613541,50
7.383903967,50
5.519720146,50
5.486362171,50
6.960974649,50
6.944111016,50
7.340508466,50
4.165098374,50
6.516814769,50
7.227246136,50
-0.273601174,50
3.196812306,50
6.421690521,50
6.566679297,50
5.385364925,50
2.480082154,50
6.202208543,50
8.574115094,50
5.648889667,50
7.800192956,50
6.433003383,50
3.298035105,50
6.889376186,50
1.722151698,50
4.328163352,50
7.141940056,50
5.641109671,50
5.492806909,50
1.751667405,50
3.92087289,50
8.020509559,50
5.525496161,50
5.533126376,50
2.733741703,50
6.911127562,50
5.016991798,50
2.620867911,50
5.467644913,50
7.81804281,50
7.670003164,50
0.952734013,50
7.153283343,50
5.563790584,50
5.57872097,50
6.653868403,50
4.041102939,50
1.346936615,50
4.882424196,50
6.367622845,50
8.096105263,50
8.293115049,50
3.753238907,50
5.828138551,50
6.602101397,50
4.445085927,50
6.059582458,50
5.163062863,50
4.936559028,50
6.489682988,50
8.251255104,50
5.708994444,50
6.57823446,50
5.809889446,50
3.967768441,50
4.571161343,50
6.245609548,50
6.538000012,50
7.369913366,50
7.132534735,50
3.989482941,50
7.524562947,50
6.243321117,50
3.867149873,50
6.726527356,50
5.842105872,50
6.565805157,50
3.484370513,50
3.763908605,50
6.921234535,50
6.826969699,50
1.810024265,50
2.643640795,50
6.785692537,50
4.856757523,50
5.312903614,50
5.397364784,50
6.886515371,50
4.825378036,50
3.796190505,50
4.568733095,50
4.803584949,50
7.071141543,50
7.236209409,50
6.385244317,50
6.776370715,50
4.469855501,50
5.021677618,50
7.231103043,50
5.924140942,50
5.581855964,50
2.71215148,50
6.00238553,50
3.974163309,50
3.209513901,50
6.656350279,50
6.219550212,50
6.557518783,50
6.162460975,50
4.936422852,50
7.607125101,50
9.053643581,50
5.233715123,50
4.419913479,50
5.245903289,50
4.698746575,50
3.576198935,50
4.465577457,50
7.512981323,50
5.756742902,50
6.421168867,50
4.557229324,50
5.671247282,50
4.702376898,50
7.359001568,50
5.88824695,50
4.15049116,50
6.235434067,50
5.573692246,50
7.631091903,50
7.791185612,50
2.482987288,50
6.105314995,50
5.701367655,50
6.52759184,50
5.09400339,50
4.312417091,50
5.359749552,50
9.069444793,50
5.151685752,50
5.408534349,50
6.336362135,50
1.591899139,50
5.271165963,50
6.068976413,50
6.766308979,50
6.424272319,50
4.727739654,50
4.802397293,50
6.985824187,50
5.714713621,50
7.236219352,50
6.976309502,50
4.163281517,50
5.206261522,50
4.113404369,50
6.136075237,50
8.707310046,50
5.474665166,50
4.458685386,50
7.049211475,50
7.331202641,50
6.378300375,50
8.183400476,50
5.986714667,50
7.69813988,50
5.289607287,50
5.676608676,50
2.789426342,50
8.053950217,50
7.355066437,50
5.514691782,50
5.364896836,50
6.696885887,50
4.436594962,50
5.299523838,50
6.458982843,50
5.785851233,50
5.033392262,50
5.603195478,50
5.926195412,50
6.899854783,50
4.642163719,50
3.682417888,50
6.929566995,50
5.869020708,50
8.325990921,50
6.833002234,50
6.6604502,50
7.123955887,50
8.022109807,50
4.142544788,50
7.745615517,50
7.156403589,50
2.575705093,50
7.170897498,50
3.673095444,50
6.358909019,50
3.83294241,50
6.145181674,50
2.842363428,50
3.862306066,50
7.410229932,50
5.931321422,50
-0.566344614,50
5.533550507,50
4.541277615,50
5.56109236,50
6.550275633,50
4.614797613,50
6.777266651,50
6.497844742,50
1.888248966,50
5.82646339,50
3.420908452,50
4.994175395,50
3.909717187,50
6.777255941,50
6.200344037,50
6.515427157,50
7.28567711,50
7.71974947,50
6.95005281,50
5.596911272,50
8.415291649,50
5.337459142,50
6.852513932,50
5.910344485,50
5.832927851,50
7.921997209,50
1.179434065,50
5.085329533,50
7.159192682,50
5.522263635,50
7.751264469,50
3.615128709,50
3.861812338,50
5.853860323,50
7.258339862,50
5.172677812,50
5.672353471,50
5.412123252,50
4.510915174,50
6.5962543,50
6.621412743,50
1.974794544,50
5.996334794,50
5.727289459,50
4.958641135,50
7.527122482,50
7.172061626,50
6.566049695,50
6.855168408,50
7.24464322,50
3.125224912,50
4.832899155,50
5.493773141,50
2.902197479,50
8.378561857,50
3.052269971,50
8.485306316,50
8.049397436,50
4.9323693,50
4.661242585,50
4.915902757,50
7.086639947,50
5.358230137,50
7.566437121,50
5.836282394,50
4.895141164,50
5.692558013,50
6.145432672,50
6.620187214,50
5.578723334,50
6.726608142,50
6.183953622,50
6.031929471,50
2.193244295,50
4.059944871,50
6.449743256,50
4.212624572,50
5.573961464,50
1.024818833,50
6.94888949,50
4.217068038,50
4.687871241,50
7.337748251,50
2.597527958,50
4.38784369,50
5.137206191,50
6.496418819,50
2.825948971,50
4.468406384,50
4.298161106,50
6.503292545,50
4.046402846,50
1.791260891,50
4.688576886,50
6.484442887,50
6.137830235,50
5.56701634,50
3.858005764,50
6.032062115,50
6.171966938,50
6.540717597,50
5.974575675,50
5.765913792,50
6.782913042,50
8.398216318,50
4.24806616,50
5.298944916,50
5.152272264,50
5.946023788,50
4.802790079,50
5.866774137,50
3.018821056,50
5.428173027,50
4.709922866,50
6.083039343,50
4.542059194,50
6.789050251,50
4.039141668,50
6.349134883,50
6.684334685,50
5.671132097,50
8.277374146,50
5.810235929,50
8.849277686,50
6.479497483,50
7.736869781,50
2.835382226,50
3.055157014,50
4.764634092,50
4.49540835,50
6.189531679,50
6.560361624,50
7.953173493,50
4.957030166,50
8.197873591,50
2.293792585,50
4.539252622,50
6.184636424,50
7.467355442,50
2.240532087,50
0.220760343,50
6.591921798,50
5.701285208,50
5.017087921,50
6.139254205,50
6.310801261,50
7.836796488,50
4.279693158,50
6.956905297,50
8.556007225,50
4.697915267,50
5.053150678,50
7.619763603,50
5.907461074,50
4.807397162,50
4.472143514,50
4.672415478,50
4.892834367,50
3.337237578,50
7.167162906,50
4.381511709,50
7.590486994,50
6.574348134,50
1.585290043,50
3.914173402,50
5.459853773,50
1.361119741,50
5.427410912,50
2.033389534,50
4.781608867,50
6.872737382,50
6.114598401,50
-0.535427959,50
6.516715237,50
6.692427328,50
6.359386627,50
3.874223718,50
5.430478287,50
6.949216098,50
-0.523664032,50
5.127428709,50
4.783920539,50
7.748639282,50
4.704624792,50
5.805509474,50
6.111519475,50
6.314689454,50
4.795033373,50
4.822159585,50
5.984268537,50
6.320109836,50
5.441064907,50
3.672213793,50
6.770891698,50
7.901682844,50
8.021693899,50
5.725711839,50
6.534618346,50
5.270259869,50
3.002462353,50
5.874816798,50
5.970486065,50
4.823653849,50
6.395363615,50
6.945236137,50
7.513481272,50
2.929595797,50
4.220867057,50
2.399534941,50
4.725448478,50
5.693878294,50
6.15955969,50
7.26928827,50
5.653239043,50
6.016760258,50
5.381224198,50
8.037934601,50
6.048550199,50
6.290225464,50
7.377145889,50
3.350836848,50
6.168818334,50
5.479530649,50
4.110841595,50
4.34371664,50
4.659433857,50
3.85146613,50
1.245719176,50
6.493478821,50
4.626990621,50
5.529309795,50
6.339759752,50
5.299284154,50
3.539477461,50
5.566065904,50
3.203778917,50
5.458314201,50
6.75461148,50
6.55153758,50
5.609086059,50
5.977097962,50
5.780046596,50
8.170175903,50
2.556713348,50
3.744799784,50
3.803411157,50
6.006964903,50
4.074737808,50
6.146792273,50
4.737144848,50
3.311255913,50
1.790484548,50
4.10884113,50
7.108111047,50
3.441917809,50
1.172528054,50
4.906355985,50
6.587367397,50
7.090275244,50
3.40665882,50
5.72220852,50
5.402817176,50
6.150807098,50
6.951418302,50
7.77957877,50
7.853256935,50
7.399233732,50
5.083005256,50
7.91284234,50
6.614465165,50
7.671960259,50
6.503112144,50
4.518743133,50
7.309413232,50
5.234054442,50
4.436786927,50
4.713208905,50
6.481528898,50
6.289492043,50
7.29542956,50
4.615697163,50
5.677969429,50
7.042399006,50
4.695864488,50
5.003648664,50
7.640332886,50
6.344141837,50
6.336803909,50
5.017886468,50
6.830880612,50
7.396081479,50
6.705529046,50
5.096023141,50
8.52499602,50
2.42709324,50
5.607975147,50
6.74191552,50
5.152820578,50
5.764854922,50
6.061016593,50
4.127242667,50
5.006348368,50
8.365644476,50
1.880871596,50
6.073222561,50
6.344574401,50
7.573120532,50
5.372824456,50
3.480697199,50
5.338422258,50
7.276835422,50
2.036112057,50
5.460643719,50
6.074440547,50
6.110580177,50
7.748426925,50
4.894137138,50
5.663162851,50
6.488524988,50
6.595189061,50
6.660463682,50
2.827104672,50
5.252260406,50
6.377099525,50
8.658511261,50
5.07060598,50
5.735128414,50
1.548366681,50
6.770430165,50
6.533192791,50
6.467141767,50
5.68801593,50
7.151396586,50
5.434793276,50
8.865567675,50
4.723536276,50
7.138246404,50
6.946947293,50
2.534577319,50
2.577473192,50
3.709142806,50
3.004623598,50
4.47548671,50
4.01527305,50
6.411620109,50
7.821451988,50
7.214457851,50
6.836797664,50
3.535626224,50
6.806412493,50
7.422534703,50
5.788071385,50
6.14174075,50
3.957119542,50
2.820588569,50
6.321818842,50
2.646710767,50
5.794739385,50
5.057556522,50
6.528656745,50
5.160986301,50
5.350416332,50
3.99743663,50
5.666948466,50
6.668043517,50
6.940436394,50
3.240205558,50
6.18481106,50
6.2897847,50
6.67643081,50
4.319176344,50
4.574672595,50
5.861516466,50
4.358663171,50
4.938451301,50
4.595925621,50
4.743033062,50
5.989078394,50
4.550684159,50
6.617559022,50
8.185211775,50
5.346338337,50
3.999518528,50
1.987452448,50
3.743591352,50
4.616726838,50
5.954297181,50
4.587738866,50
6.602636649,50
5.726869269,50
4.653414954,50
8.160159349,50
7.224545418,50
3.83657131,50
5.700979529,50
3.344619172,50
4.015900947,50
7.255232208,50
3.433886787,50
4.363077826,50
0.680432412,50
6.876024694,50
6.480707117,50
7.888894952,50
5.497813576,50
3.263799941,50
7.032131643,50
7.417539803,50
7.863263678,50
5.931481997,50
3.830491305,50
7.505690485,50
4.83000469,50
2.179108657,50
2.716433743,50
4.746812763,50
5.278373169,50
8.031380514,50
7.985269423,50
5.850164979,50
4.296466702,50
6.487862068,50
7.989754233,50
6.130776785,50
5.952315606,50
6.453309873,50
4.783727189,50
4.067534192,50
7.253496386,50
6.838096118,50
7.565579218,50
4.540817683,50
7.658708329,50
4.815766106,50
4.008544831,50
2.791324423,50
3.40904311,50
0.816543231,50
5.833561145,50
4.749803587,50
7.330673625,50
4.833585098,50
6.084836579,50
6.279772006,50
6.106369673,50
3.497041014,50
7.110595485,50
4.08591861,50
7.591170142,50
6.848245402,50
5.886410347,50
7.135825432,50
4.406871265,50
4.641929594,50
6.721299927,50
1.746609142,50
5.02076529,50
7.091444258,50
8.502088532,50
6.721353541,50
6.92187687,50
3.708985416,50
3.619152529,50
5.817394951,50
4.176099014,50
5.014618136,50
2.027992435,50
3.929338351,50
3.486792928,50
5.942047086,55
3.912347965,55
4.282008927,55
4.792453397,55
6.326460824,55
5.05423536,55
3.873879788,55
6.766833397,55
7.015654657,55
7.650416885,55
7.034433477,55
5.769898321,55
7.054988288,55
6.454317268,55
4.081007317,55
6.563118055,55
3.685325478,55
3.278425075,55
5.826863724,55
2.954472129,55
5.384195792,55
7.302363188,55
4.082273247,55
6.544868674,55
6.241826042,55
4.174873555,55
2.99261386,55
6.108315277,55
4.910680065,55
5.753628667,55
4.77987807,55
6.309304076,55
5.14890492,55
3.720726233,55
6.243765914,55
6.090587141,55
6.529206997,55
5.129280678,55
7.526279677,55
8.413189411,55
4.932073448,55
8.971363092,55
5.197112835,55
5.733501704,55
5.788918484,55
4.427012312,55
5.807782629,55
2.316483424,55
3.385751765,55
4.530920274,55
5.577691133,55
4.545002146,55
6.383645088,55
7.421057579,55
5.329077928,55
4.944096184,55
4.606632587,55
7.632439768,55
4.31140622,55
5.450153773,55
3.767544989,55
6.764099777,55
8.812856451,55
6.340646946,55
5.900219701,55
8.381389052,55
5.41622138,55
2.423597771,55
4.932658906,55
4.5911651,55
6.27676624,55
4.568409896,55
2.940782238,55
7.994308438,55
6.440439368,55
8.090262189,55
5.161490231,55
7.93143679,55
7.495290982,55
4.279027382,55
3.061499326,55
4.051457427,55
4.452764275,55
5.96007042,55
3.314942554,55
3.801590172,55
5.522202037,55
6.671792716,55
5.078112152,55
3.128802458,55
7.039086891,55
5.199679689,55
6.81153501,55
4.829659145,55
6.885807141,55
7.377359783,55
6.37583778,55
6.482187738,55
6.884400531,55
6.872736528,55
8.691861752,55
7.438794132,55
4.695249869,55
6.685209179,55
5.529398388,55
1.521929253,55
5.659174919,55
6.995097984,55
4.439804226,55
6.241515589,55
8.312497308,55
5.766225439,55
6.797458436,55
7.015259047,55
3.782752889,55
6.252993102,55
6.895123124,55
4.667014193,55
4.446656287,55
8.708781599,55
4.091596752,55
5.497101497,55
6.31985048,55
5.318876887,55
6.021292305,55
4.957517312,55
7.181408056,55
5.843789412,55
4.765816621,55
5.755365502,55
4.072935268,55
5.701180725,55
4.921307783,55
5.874266067,55
5.796133949,55
4.583121487,55
5.861336823,55
5.373237795,55
4.323561552,55
6.185109827,55
5.331329426,55
6.96675391,55
4.488046075,55
3.762482805,55
6.571777424,55
5.29197113,55
5.615343354,55
8.398109452,55
4.615732796,55
3.299562668,55
5.154188021,55
5.441356695,55
6.551402571,55
1.701160009,55
5.616998123,55
6.011172588,55
7.182266921,55
5.566825567,55
5.172344529,55
4.488673916,55
8.668524326,55
6.423188973,55
4.894947725,55
7.638265914,55
7.48191748,55
5.722814985,55
7.068932272,55
6.929666555,55
5.460770582,55
3.880253201,55
6.636649234,55
1.775023728,55
5.262333085,55
6.162571698,55
5.371362026,55
5.445609493,55
4.778547597,55
2.567009518,55
4.024836847,55
6.26010249,55
5.584864533,55
5.634102122,55
4.865974138,55
4.606640205,55
5.153680662,55
6.296564717,55
9.04116658,55
4.591112333,55
5.236548119,55
4.456099811,55
6.323251814,55
8.143631164,55
6.398470825,55
4.708948136,55
3.464464324,55
4.211140828,55
5.539872892,55
8.089218233,55
5.635374661,55
6.779967284,55
5.692394071,55
5.510225922,55
7.370226827,55
5.870165942,55
2.912804676,55
2.677421297,55
6.747227988,55
8.074468238,55
5.076072821,55
6.995930566,55
7.549863706,55
4.924769058,55
4.36491714,55
5.261788407,55
5.603512817,55
5.1431717,55
5.333751287,55
4.444375269,55
4.310834968,55
6.441059795,55
3.654130023,55
5.670207513,55
4.441308839,55
8.238469021,55
7.869358245,55
8.050555726,55
5.181060468,55
4.480012017,55
7.03168897,55
3.418269849,55
3.740965529,55
3.226381764,55
4.115271469,55
6.052343581,55
4.463526141,55
4.81159554,55
5.671085273,55
5.299783957,55
3.966051934,55
6.961357802,55
4.283143222,55
2.119528403,55
6.732435998,55
4.672450288,55
2.060403507,55
7.476500859,55
5.41812147,55
8.042343277,55
5.310344285,55
4.941317249,55
5.512833045,55
3.139537571,55
8.404162886,55
2.775479894,55
4.278175176,55
8.566677273,55
8.08913538,55
4.843795688,55
3.49022157,55
3.91466295,55
8.202035979,55
5.387318499,55
4.387260222,55
5.460110279,55
5.870935631,55
3.705784402,55
7.066246982,55
3.880644702,55
5.256754172,55
6.78846689,55
7.68186844,55
7.731580846,55
4.187039761,55
6.570026351,55
8.852787102,55
6.668255179,55
4.72289639,55
6.947735093,55
6.682841363,55
6.529272856,55
7.279908987,55
6.24854968,55
8.764567439,55
7.335456938,55
4.914884781,55
6.516382551,55
4.990017192,55
5.830476965,55
7.389539628,55
8.738639686,55
5.505484918,55
5.493216594,55
5.149195892,55
1.8589281,55
4.527432635,55
2.98041785,55
5.360364029,55
5.845295653,55
6.999044783,55
4.845789297,55
6.7222824,55
6.719122743,55
7.899878786,55
5.78517601,55
4.87084587,55
3.064397638,55
4.780077033,55
4.172683643,55
6.253113388,55
7.444279247,55
4.384838496,55
4.318648532,55
5.007257913,55
6.856750864,55
6.653445135,55
5.560206735,55
6.266529516,55
5.756746471,55
5.544139189,55
8.589622487,55
3.478850292,55
2.907361386,55
6.666088645,55
7.839824192,55
3.800978233,55
2.564036935,55
1.52552675,55
5.252555237,55
5.303604877,55
7.353139943,55
5.375416857,55
5.336365473,55
6.915109306,55
6.712639739,55
7.267741817,55
4.113714963,55
6.346372634,55
7.230724733,55
-0.433166125,55
3.027889395,55
6.333717105,55
6.530509414,55
4.939505982,55
1.914548401,55
6.14107715,55
8.534696181,55
5.6082302,55
7.716560953,55
6.28798309,55
3.044728773,55
6.856409059,55
1.420161071,55
4.18924082,55
7.138758705,55
5.517294903,55
5.451360343,55
1.393485848,55
3.674952741,55
8.003635644,55
5.49480727,55
5.435357886,55
2.450880652,55
6.875428777,55
4.900175877,55
2.663482373,55
5.398792601,55
7.79785334,55
7.633111465,55
1.094228508,55
7.126891311,55
5.515450705,55
5.526781273,55
6.661998733,55
3.880913594,55
1.263301205,55
4.784088206,55
6.347347067,55
8.039866279,55
8.305205425,55
3.752863975,55
5.722162979,55
6.598082107,55
4.312625439,55
6.041419985,55
5.051529356,55
4.645549602,55
6.482492308,55
8.231656761,55
5.667500562,55
6.447321,55
5.764361953,55
3.766919613,55
4.429214433,55
6.191189934,55
6.578242182,55
7.247985714,55
7.112471292,55
3.706911618,55
7.500003303,55
6.13247007,55
3.710307317,55
6.66550322,55
5.809231136,55
6.507853213,55
3.368064788,55
3.500265252,55
6.82318349,55
6.778307612,55
1.495492338,55
2.346188372,55
6.734710693,55
4.852920242,55
5.24348017,55
5.211169372,55
6.733289588,55
4.801660277,55
3.761776944,55
4.425650547,55
4.644206163,55
7.069452827,55
7.192582553,55
6.31193116,55
6.705335386,55
4.477596354,55
4.881342719,55
7.081153833,55
5.711324609,55
5.461286623,55
2.390277162,55
5.875189454,55
3.724330974,55
3.081985001,55
6.563172823,55
6.153489861,55
6.508018992,55
5.975186071,55
4.872062266,55
7.53604784,55
9.020869415,55
5.036717748,55
4.267359805,55
5.140134636,55
4.580301277,55
3.349951736,55
4.400286374,55
7.477699882,55
5.68190982,55
6.395804119,55
4.293917618,55
5.58676609,55
4.566233417,55
7.230170447,55
5.758160895,55
4.018606406,55
6.202302315,55
5.479138941,55
7.591016851,55
7.780673362,55
2.31317639,55
6.07792645,55
5.546054738,55
6.489338657,55
4.958693318,55
4.162494081,55
5.30239542,55
9.055730016,55
4.957604845,55
5.334884595,55
6.271437585,55
1.390212001,55
5.146370905,55
6.010308628,55
6.704712754,55
6.351285241,55
4.660802473,55
4.796670628,55
6.886775691,55
5.60158248,55
7.210917236,55
6.949439011,55
4.009736191,55
4.950501122,55
4.128666964,55
6.113919203,55
8.698214095,55
