log(MSE-Trunc-SVD-components),comp
6.250553819,45
7.06471492,45
7.54265359,45
3.22007018,45
4.386596674,45
2.606662631,45
4.922643323,45
5.79044185,45
6.222799978,45
7.322934526,45
5.796097265,45
6.073976714,45
5.431230988,45
8.055711235,45
6.153775235,45
6.370883777,45
7.382820834,45
3.51758015,45
6.208321656,45
5.577336978,45
4.363543266,45
4.485770301,45
4.912415204,45
4.005657199,45
1.546470422,45
6.550680976,45
4.784684895,45
5.58485806,45
6.333351637,45
5.40344161,45
3.265308418,45
5.807449327,45
3.82530877,45
5.503546091,45
6.810645964,45
6.932457166,45
5.712056359,45
6.098710251,45
5.856757144,45
8.125574268,45
2.815260506,45
3.958852893,45
3.833928167,45
6.081392609,45
4.301808579,45
6.176733822,45
4.879923119,45
3.415653343,45
1.988850434,45
4.358243504,45
7.228881605,45
3.585022494,45
1.505906777,45
5.04284807,45
6.638046038,45
7.142733299,45
3.602409895,45
6.022475509,45
5.83061291,45
6.160367607,45
6.975930639,45
7.792925108,45
7.526345414,45
7.44094361,45
5.145925939,45
7.915564103,45
6.622673785,45
7.796247301,45
6.581615836,45
4.932003021,45
7.330954128,45
5.354303923,45
4.556907989,45
4.797834017,45
6.559807099,45
6.301405725,45
7.381539604,45
4.636932712,45
5.799231222,45
7.022721907,45
4.852095588,45
5.775864881,45
7.658123822,45
6.397249886,45
6.40926627,45
4.989452638,45
6.876554629,45
7.410200241,45
6.797581784,45
5.238895534,45
8.521895272,45
2.642057715,45
5.74659331,45
6.784709629,45
5.241315801,45
5.893933148,45
6.142233683,45
4.285063153,45
5.145801537,45
8.385359335,45
2.076693093,45
6.132593008,45
6.377898282,45
7.588750971,45
5.49205593,45
3.696127371,45
5.390387996,45
7.32702099,45
2.210079357,45
5.596891236,45
6.159106583,45
6.118751096,45
7.295100887,45
5.182110189,45
5.808084752,45
6.564306409,45
6.660158035,45
6.694596655,45
2.989019578,45
5.394248109,45
6.400791892,45
8.734265737,45
5.223461481,45
5.841798305,45
2.078409133,45
6.826744925,45
6.608598319,45
6.523145728,45
5.768280702,45
7.156814125,45
5.52288349,45
8.914040837,45
4.857745958,45
7.185611745,45
7.018374054,45
2.859781837,45
2.573172804,45
3.867005592,45
3.22900864,45
4.646566722,45
4.335308726,45
6.502075052,45
7.63884203,45
7.237892193,45
6.8946133,45
3.765634127,45
6.957493712,45
7.47541481,45
5.825102091,45
6.231766475,45
4.22558754,45
3.088588328,45
6.380863658,45
2.822898342,45
5.852042425,45
5.213360208,45
6.619192285,45
5.454843545,45
5.329616082,45
4.222570699,45
5.727620875,45
6.376514159,45
7.074886617,45
3.396462578,45
6.263710046,45
6.343199644,45
6.717397662,45
4.469022896,45
4.710279526,45
5.902897201,45
4.474285087,45
5.117731455,45
4.708863679,45
4.849418557,45
6.087321154,45
4.622445789,45
6.72789859,45
8.257827992,45
5.435084704,45
4.157837787,45
2.193004259,45
3.93647115,45
4.703860986,45
6.049680516,45
4.748886278,45
7.117136904,45
5.81825555,45
4.74476878,45
8.185922311,45
7.241093216,45
4.001866722,45
5.736484974,45
3.57317998,45
4.221168187,45
7.329261048,45
3.696180768,45
4.536869225,45
1.167788249,45
6.999474883,45
6.654319507,45
7.926288246,45
5.600589295,45
3.461803334,45
7.148136237,45
7.445006733,45
7.976778058,45
6.087166766,45
3.992625953,45
7.576521259,45
4.995973483,45
2.424711169,45
2.937219668,45
4.909557046,45
5.42174255,45
8.110528557,45
8.000035761,45
5.941115767,45
4.461194338,45
6.48464297,45
7.950796181,45
6.343029468,45
5.962134953,45
6.463887152,45
4.858253137,45
4.362551491,45
7.252656919,45
6.86474378,45
7.569882625,45
4.803316641,45
7.687295652,45
4.884121977,45
4.120739994,45
2.806248902,45
3.562211833,45
1.088038187,45
5.947422618,45
4.771199024,45
7.345491572,45
4.973618628,45
6.206709186,45
6.344945301,45
6.121898343,45
3.694794543,45
7.15784475,45
4.305748329,45
7.610863071,45
6.912847592,45
5.971221045,45
7.131903684,45
4.628935677,45
4.768077536,45
6.822478193,45
2.012234261,45
5.150432795,45
7.134130967,45
8.619852658,45
6.742530846,45
6.941335387,45
3.982710566,45
3.811213479,45
5.911633914,45
4.343114971,45
5.090895827,45
2.480649299,45
4.073618871,45
3.861857904,45
6.038005145,50
4.038696256,50
4.375431064,50
4.944458496,50
6.090053696,50
5.079832992,50
4.101496659,50
6.876315914,50
7.038357342,50
7.706148995,50
7.035751754,50
5.869248291,50
7.097522586,50
6.473970072,50
4.183113266,50
6.693175929,50
3.82451368,50
3.478519388,50
5.857988608,50
2.666971317,50
5.537355593,50
7.303586822,50
4.212470692,50
6.618317312,50
6.354552705,50
4.363719669,50
3.066729158,50
6.247142939,50
5.02780016,50
5.839612268,50
4.881860984,50
6.366057458,50
5.287303413,50
3.909670387,50
6.322961862,50
6.19171926,50
6.481590425,50
5.451610985,50
7.547251306,50
8.50693035,50
5.072018475,50
9.049432823,50
5.317487601,50
6.022159188,50
5.841400671,50
4.525297739,50
5.861635008,50
2.495337391,50
3.463516148,50
4.779336709,50
5.734907261,50
4.626894172,50
6.441323072,50
7.455287763,50
5.332180315,50
5.075328489,50
4.819895345,50
7.618408862,50
4.579188126,50
5.348437503,50
3.851981195,50
6.8207369,50
8.949541707,50
6.435014264,50
6.079026824,50
8.499053535,50
5.517966845,50
2.63341531,50
5.142483893,50
4.612028632,50
6.357151839,50
4.895193685,50
3.130020597,50
7.982152896,50
6.491560195,50
8.104753434,50
5.26811666,50
7.979107714,50
7.559137703,50
4.415736053,50
3.33054483,50
4.20059488,50
4.52587967,50
5.981969308,50
3.948224086,50
3.944407945,50
5.629880592,50
6.748878069,50
5.489878473,50
3.351275902,50
7.106019265,50
5.315713617,50
6.870771458,50
4.897355729,50
6.986536463,50
7.574257987,50
6.418344425,50
6.512346613,50
6.911198441,50
6.918809072,50
8.793131869,50
7.44381875,50
4.843940753,50
6.707433874,50
5.690100537,50
2.17883412,50
5.900196632,50
7.033543581,50
4.529040824,50
6.346101913,50
8.317463009,50
5.86924329,50
6.793963134,50
7.059328259,50
3.966423102,50
6.277621667,50
6.97223561,50
4.839219627,50
4.601526164,50
8.814859733,50
4.364357799,50
5.868452539,50
6.420851936,50
5.427851159,50
6.110036422,50
5.051473597,50
7.200849749,50
5.968270813,50
4.934769186,50
5.826415339,50
4.210989436,50
5.779540551,50
5.024810573,50
5.977614344,50
5.822239112,50
4.713590682,50
5.955028326,50
5.470720257,50
4.460973866,50
6.281536169,50
5.397009619,50
6.991449374,50
4.683365579,50
3.919710362,50
6.603525733,50
5.394281934,50
5.649936905,50
8.406203349,50
4.765468053,50
3.46486291,50
5.269612952,50
5.537416565,50
6.638360436,50
1.970690376,50
5.695537416,50
5.645312201,50
7.244219744,50
5.661983918,50
5.328284962,50
4.573727483,50
8.849544653,50
6.558591943,50
5.002569918,50
7.664085974,50
7.46297899,50
5.842848772,50
7.073930825,50
6.964457755,50
5.602806581,50
3.956112605,50
6.717113973,50
2.044626545,50
5.397161058,50
6.182381054,50
5.546251003,50
5.548869446,50
4.868693447,50
2.898489457,50
4.150188175,50
6.41072618,50
5.631159605,50
5.822288764,50
4.987747591,50
4.609136614,50
5.28807173,50
6.316830149,50
9.084356073,50
4.72822643,50
5.317844924,50
4.652989129,50
6.417790812,50
8.176901709,50
6.444850781,50
4.762892274,50
3.576619838,50
4.295462448,50
5.671244287,50
8.132698165,50
5.681599823,50
6.826742956,50
5.825760124,50
5.587175791,50
7.382442471,50
5.928620594,50
3.112452733,50
2.899340882,50
6.80574501,50
8.150981026,50
5.195748953,50
7.037171276,50
7.625830067,50
5.048998996,50
4.523310975,50
5.242627197,50
5.709915768,50
5.273486547,50
5.39761206,50
4.559499579,50
4.475585723,50
6.437972304,50
3.929637644,50
5.704178209,50
4.639844759,50
8.269334768,50
7.893552573,50
8.092686493,50
5.28146954,50
4.726364011,50
7.125092038,50
3.571656355,50
3.909789678,50
3.352352666,50
4.04701577,50
6.115994418,50
4.660689022,50
4.968125993,50
5.747858593,50
5.389533637,50
4.170693228,50
6.972718248,50
4.386699765,50
2.439955847,50
6.759604356,50
4.853508915,50
2.288238593,50
7.512363405,50
5.52144749,50
8.072911642,50
5.302078975,50
5.181636952,50
5.61218206,50
3.315420372,50
8.424526939,50
3.074769744,50
4.355875702,50
8.549298968,50
8.168680701,50
5.100019934,50
3.715572687,50
3.993246281,50
8.198044164,50
5.546189853,50
4.560711425,50
5.638695626,50
5.998096938,50
3.831228393,50
7.124149358,50
4.038522015,50
5.532327444,50
6.799277048,50
7.688282225,50
7.837268474,50
4.332697184,50
6.606343293,50
8.94058536,50
6.67969267,50
4.833681386,50
7.105395934,50
6.712806698,50
6.572764882,50
7.348660798,50
6.288946702,50
8.849870589,50
7.321214967,50
5.064366284,50
6.599452861,50
5.118689627,50
5.937765222,50
7.488834112,50
8.868777771,50
5.604807057,50
5.560454308,50
5.396870946,50
2.106741123,50
4.659540224,50
3.178967668,50
5.477243361,50
5.906528859,50
7.048788479,50
4.953031979,50
6.770072126,50
6.721463387,50
7.93930515,50
5.825759629,50
4.975819692,50
3.374572985,50
4.822923381,50
4.539287011,50
6.361552648,50
7.501993409,50
4.54215183,50
4.462930682,50
5.052715384,50
6.91980742,50
6.686187748,50
5.687787105,50
6.469289563,50
5.454571458,50
5.683433656,50
8.596096755,50
3.733115414,50
3.117080182,50
6.738595751,50
7.815081376,50
3.931221681,50
2.779186363,50
1.910803103,50
5.467605493,50
5.260188416,50
7.383149493,50
5.597563708,50
5.487310206,50
6.961846903,50
6.960330805,50
7.31057017,50
4.116507967,50
6.540811728,50
7.217146351,50
-0.324568273,50
3.22671792,50
6.401295568,50
6.589310728,50
5.436781869,50
2.576877214,50
6.195804608,50
8.503200714,50
5.652396231,50
7.760323108,50
6.511338474,50
3.277269675,50
6.869818798,50
1.697771352,50
4.348689367,50
7.135945656,50
5.690103115,50
5.555746577,50
1.788149343,50
3.896768078,50
8.046989142,50
5.527383773,50
5.522602051,50
2.597185925,50
6.96182733,50
5.045421335,50
2.708164127,50
5.437523403,50
7.802501941,50
7.592548525,50
0.972407276,50
7.188525961,50
5.585232238,50
5.603325114,50
6.67298439,50
4.068330085,50
1.327820583,50
4.837316063,50
7.00336181,50
8.134282452,50
8.220070172,50
3.67646638,50
5.84870487,50
6.603732061,50
4.56464331,50
6.037532657,50
5.164063231,50
4.902683307,50
6.502814135,50
8.188796278,50
5.696480541,50
6.561220379,50
5.810049074,50
3.941275993,50
4.607518501,50
6.271596695,50
6.484812129,50
7.378587527,50
7.13545743,50
3.994133042,50
7.532564248,50
6.289878648,50
3.932035943,50
6.687834336,50
5.821415353,50
6.526358236,50
3.472440595,50
3.768024072,50
6.90586048,50
6.834945503,50
1.889820305,50
2.688929348,50
6.799907389,50
4.825066895,50
5.335707992,50
5.390636447,50
6.866496009,50
4.840127469,50
3.842762415,50
4.574474361,50
4.832401076,50
7.076123393,50
7.225323031,50
6.377102093,50
6.716757933,50
4.502388469,50
4.987812118,50
7.242646775,50
5.077985582,50
5.55236828,50
2.721748872,50
6.026949535,50
3.942427942,50
3.124402819,50
6.645721064,50
6.200950374,50
6.653376617,50
6.18940021,50
4.958211032,50
7.625974177,50
9.053418817,50
5.205339852,50
4.416668377,50
5.263725037,50
4.709798775,50
3.632638525,50
4.526552054,50
7.437138176,50
5.74485561,50
6.462499377,50
4.550525914,50
5.73049366,50
4.703391109,50
7.350173971,50
5.875020822,50
4.161893826,50
6.226017555,50
5.580102417,50
7.650612153,50
7.784697114,50
2.491802678,50
6.115156267,50
5.646750593,50
6.52784472,50
5.111588774,50
4.341168718,50
5.397147995,50
9.071109557,50
5.175983596,50
5.413147234,50
6.333966553,50
1.600144989,50
5.270225815,50
6.075243143,50
6.774732755,50
6.414690908,50
4.705857093,50
4.856242224,50
7.017031695,50
5.765254767,50
7.325756953,50
6.980862332,50
4.143604732,50
5.217828749,50
4.125170719,50
6.120511556,50
8.70360541,50
5.524119855,50
4.386639772,50
7.072822651,50
7.337211316,50
6.383473513,50
8.175775769,50
5.996446357,50
7.689350562,50
5.29137207,50
5.670756236,50
2.792594667,50
8.04879721,50
7.3730223,50
5.537567087,50
5.355686681,50
5.723159461,50
4.441658224,50
5.315632263,50
6.469099232,50
5.782084213,50
5.043505641,50
5.640180418,50
5.896573698,50
6.909364427,50
4.692932979,50
3.662608104,50
6.932676286,50
5.89308576,50
8.323420949,50
6.830579759,50
6.689625402,50
7.120889492,50
8.016582933,50
4.26270803,50
7.761791578,50
7.165500762,50
2.583941122,50
7.179375073,50
3.65937826,50
6.358130714,50
3.71673011,50
6.147107741,50
2.946696336,50
3.868250126,50
7.421579956,50
5.348460506,50
-0.525546277,50
5.556197893,50
4.515545701,50
5.540370837,50
6.476665473,50
4.675180342,50
6.788786696,50
6.502432281,50
1.927165617,50
5.87667698,50
3.399413056,50
4.9826572,50
3.937857365,50
6.77488257,50
6.213408802,50
6.541909294,50
7.312939881,50
7.735703066,50
6.964710061,50
5.599586656,50
8.435023156,50
5.299244823,50
6.854071257,50
5.517638804,50
5.863455901,50
7.888235531,50
1.228573116,50
5.119208022,50
7.166422898,50
5.573886752,50
7.7603706,50
3.628304827,50
3.871838816,50
5.848035615,50
7.264393018,50
5.178198087,50
5.708174265,50
5.398681987,50
4.496086895,50
6.578495871,50
6.625723858,50
2.006317277,50
6.017409122,50
5.75828719,50
4.969513377,50
7.526807105,50
7.179564522,50
6.585694204,50
6.848861991,50
7.223774264,50
3.089320196,50
4.740525247,50
5.477002444,50
2.925318781,50
8.399653068,50
3.073557182,50
8.489865543,50
8.150184155,50
4.925447205,50
4.780956329,50
4.930880682,50
7.097336808,50
5.348408041,50
7.579809395,50
5.869899841,50
4.88531323,50
5.727045943,50
6.136324635,50
6.628200229,50
5.58578938,50
6.616021062,50
6.184453989,50
6.028709461,50
2.099650314,50
4.089203654,50
6.458895457,50
4.209116976,50
5.616493738,50
1.057431648,50
6.907356106,50
4.213619359,50
4.695320146,50
7.337028035,50
2.611508693,50
4.365613258,50
5.107564738,50
6.469569423,50
2.847593631,50
4.49563481,50
4.286188533,50
6.564189571,50
4.045978007,50
1.810526057,50
4.64585306,50
6.46803749,50
6.153677319,50
5.546512055,50
3.946710107,50
6.042811683,50
6.185364388,50
6.54875813,50
5.991949659,50
5.766291426,50
7.07654906,50
8.40560396,50
4.297158968,50
5.311801259,50
5.185204661,50
5.930332084,50
4.802660211,50
5.876301196,50
3.052052926,50
5.476477342,50
4.760356227,50
6.08200516,50
4.561245691,50
6.811879685,50
4.036593393,50
6.36173224,50
6.641488872,50
5.678032476,50
7.825583689,50
5.824802769,50
8.895338867,50
6.462114606,50
7.7396572,50
2.902469709,50
2.970857264,50
4.755572,50
4.502736427,50
6.147881378,50
6.566730287,50
7.953371657,50
4.988056453,50
8.184685377,50
2.306577965,50
4.490210557,50
6.192471573,50
7.465713252,50
2.432458375,50
0.229919857,50
6.610005731,50
5.714630807,50
5.01284913,50
5.885461939,50
6.303234727,50
7.845952907,50
4.322415934,50
6.959956889,50
8.516626399,50
4.713630111,50
5.059683226,50
7.641239478,50
5.884665874,50
4.8132058,50
4.485909905,50
4.691873402,50
4.878441362,50
3.344596028,50
7.236891429,50
4.391295791,50
7.583577681,50
6.555810711,50
1.628691072,50
3.837795115,50
5.499957191,50
1.396016388,50
5.389496308,50
2.047505783,50
4.76781587,50
6.862700515,50
6.130591788,50
-0.517423883,50
6.47233988,50
6.695594572,50
6.32602199,50
3.994312661,50
7.162457005,50
6.947491225,50
-0.493570167,50
4.009284959,50
4.74562782,50
7.761191618,50
4.671201952,50
5.869705886,50
6.06697053,50
6.314840504,50
4.900241085,50
4.800020127,50
5.298149811,50
6.327536624,50
5.436034067,50
3.706281628,50
6.738926922,50
7.912755027,50
8.007887027,50
5.745011662,50
6.556245912,50
5.288283368,50
3.035855782,50
5.902030221,50
6.027460167,50
4.831132028,50
6.289252095,50
6.932714252,50
7.513605045,50
2.945499304,50
4.256273057,50
2.394163788,50
4.744429258,50
5.724719094,50
6.154367101,50
7.275554635,50
5.694625843,50
6.022455723,50
5.245492524,50
8.028235796,50
6.070590909,50
6.314836142,50
7.376109256,50
3.368369682,50
6.198704689,50
5.471719154,50
4.192137222,50
4.354156768,50
4.686779143,50
3.871170811,50
1.292888571,50
6.502428025,50
4.65510875,50
5.502732306,50
6.332359314,50
5.310085391,50
3.541236155,50
5.576089832,50
3.296447031,50
5.465106911,50
6.774546902,50
6.797883089,50
5.608341783,50
6.024987507,50
5.781586491,50
8.126775623,50
2.596987014,50
3.77179373,50
3.746308272,50
6.039734506,50
4.109644401,50
6.161572082,50
4.742330906,50
3.416542802,50
1.788942803,50
4.196621946,50
7.120051403,50
3.428733758,50
1.186064378,50
4.848943587,50
6.441960262,50
7.121961193,50
3.395078234,50
5.729713384,50
5.412169754,50
6.123391637,50
6.95299749,50
7.687771175,50
7.516059393,50
7.435359103,50
4.959477874,50
7.90554616,50
6.598257372,50
7.701931169,50
6.526427343,50
4.412614986,50
7.303281758,50
5.238340123,50
4.425822535,50
4.708109162,50
6.495253524,50
6.230620689,50
7.309605391,50
4.62560062,50
5.680597213,50
6.977347157,50
4.685124811,50
5.282908036,50
7.645108405,50
6.344152186,50
6.325462537,50
4.992122289,50
6.820014132,50
7.393798174,50
6.713242888,50
5.168293348,50
8.523716852,50
2.450313478,50
5.606662303,50
6.761695044,50
5.154807944,50
5.777121337,50
6.077731797,50
4.10035344,50
5.008813364,50
8.379832973,50
1.743203119,50
6.071599742,50
6.348071347,50
7.56865693,50
5.391227652,50
3.490960664,50
5.368197265,50
7.294088388,50
2.03559206,50
5.449820152,50
6.099212523,50
6.111488451,50
7.290743092,50
4.930931139,50
5.672218046,50
6.508990399,50
6.59641222,50
6.652383749,50
2.836302512,50
5.27117247,50
6.356176296,50
8.674591966,50
5.15755996,50
5.743813825,50
1.563938988,50
6.774209151,50
6.544831648,50
6.502342408,50
5.727544439,50
7.140644159,50
5.435178723,50
8.868527068,50
4.719712298,50
7.132833067,50
6.977242454,50
2.561603264,50
2.507817732,50
3.731571891,50
3.063520399,50
4.50262485,50
4.044404101,50
6.435316583,50
7.626274289,50
7.221433688,50
6.830558199,50
3.558222606,50
6.859769609,50
7.434015583,50
5.790173724,50
6.150267181,50
4.007986603,50
2.819856572,50
6.338374581,50
2.670224185,50
5.789494133,50
5.081406166,50
6.534327297,50
5.152933963,50
5.328106876,50
4.012328898,50
5.65754444,50
6.307712562,50
6.969891582,50
3.250550248,50
6.249037831,50
6.319133775,50
6.678487571,50
4.246043203,50
4.614864106,50
5.89258922,50
4.36059558,50
4.950393086,50
4.570921989,50
4.749901424,50
6.006921933,50
4.524250667,50
6.65116059,50
8.191656773,50
5.377234775,50
3.988405741,50
1.998203484,50
3.760918676,50
4.63079858,50
5.943486786,50
4.581098753,50
6.736786895,50
5.741438917,50
4.727099345,50
8.169133201,50
7.222226693,50
3.851610725,50
5.693184316,50
3.364519616,50
4.07157108,50
7.294827602,50
3.447733974,50
4.375467351,50
0.744885932,50
6.881817349,50
6.510388713,50
7.888797749,50
5.488294885,50
3.322689674,50
7.028830862,50
7.420430491,50
7.932448599,50
5.896158449,50
3.848686886,50
7.513758178,50
4.82650583,50
2.193405989,50
2.744592543,50
4.766004111,50
5.281639991,50
8.10101259,50
7.988981431,50
5.845773473,50
4.305641485,50
6.465580559,50
7.96515528,50
6.130718674,50
5.936518623,50
6.42980736,50
4.788243845,50
4.057913959,50
7.243304565,50
6.8587008,50
7.557413195,50
4.456878292,50
7.666160081,50
4.804683707,50
3.821642367,50
2.740927635,50
3.419249401,50
0.844322334,50
5.856733967,50
4.786353425,50
7.327955247,50
4.812692356,50
6.089194061,50
6.256340216,50
6.092293383,50
3.55856119,50
7.113521841,50
4.111884686,50
7.614388023,50
6.845421065,50
5.908197455,50
7.141313368,50
4.421950399,50
4.675859595,50
6.80952427,50
1.780640344,50
5.050043106,50
7.091173557,50
8.55143247,50
6.755675162,50
6.919084054,50
3.781038938,50
3.558006529,50
5.786314991,50
4.198547716,50
5.005390342,50
2.067790604,50
3.939260372,50
3.540809821,50
5.976724835,55
4.103241936,55
4.33705495,55
4.841637664,55
6.048970441,55
4.958325087,55
3.881781173,55
6.776001741,55
7.034915664,55
7.654287763,55
7.035183423,55
5.776366452,55
7.062329213,55
6.427107333,55
4.083137229,55
6.568502367,55
3.712998023,55
3.287129817,55
5.80362804,55
2.916113162,55
5.434918736,55
7.277020253,55
4.114961109,55
6.54756825,55
6.206605644,55
4.280180478,55
3.150679581,55
6.14678548,55
4.928467239,55
5.767913599,55
4.718254156,55
6.309008163,55
5.142641069,55
3.732608717,55
6.243100528,55
6.053400421,55
6.457335532,55
5.195145108,55
7.540362225,55
8.443084284,55
5.020328761,55
8.989253654,55
5.233035405,55
5.951370815,55
5.783797481,55
4.51254661,55
5.792912374,55
2.418459298,55
3.382546648,55
4.541149434,55
5.626427087,55
4.524959859,55
6.375981974,55
7.435526589,55
5.292038234,55
4.960229614,55
4.66917589,55
7.629814828,55
4.474530291,55
5.244792838,55
3.775234011,55
6.757681954,55
8.898320121,55
6.353598179,55
5.90972593,55
8.456263924,55
5.433763848,55
2.451179244,55
4.9820868,55
4.581716125,55
6.291487163,55
4.549725606,55
2.916047892,55
7.973565843,55
6.431014013,55
8.088017297,55
5.169753821,55
7.928978268,55
7.498646953,55
4.254241509,55
3.082806337,55
4.065490643,55
4.462027145,55
5.89982344,55
3.288557993,55
3.803503004,55
5.530114348,55
6.668295641,55
5.112621838,55
3.15477666,55
7.060062355,55
5.196846034,55
6.804216427,55
4.806679541,55
6.913748939,55
7.338314471,55
6.375157929,55
6.468640678,55
6.891145285,55
6.869348756,55
8.725486618,55
7.439477651,55
4.701224579,55
6.669804226,55
5.5620582,55
1.523317252,55
5.720987338,55
7.005428235,55
4.425333881,55
6.282514536,55
8.312815666,55
5.778007889,55
6.762241671,55
7.01656173,55
3.765834773,55
6.258286488,55
6.90147329,55
4.733098121,55
4.49871875,55
8.756173249,55
4.035493774,55
5.55105,55
6.355993505,55
5.329874627,55
6.025205721,55
4.95270499,55
7.188787866,55
5.821908424,55
4.819700578,55
5.739282962,55
4.032335933,55
5.686077996,55
4.92847762,55
5.899847897,55
5.754133194,55
4.582000853,55
5.882381512,55
5.34422827,55
4.348223866,55
6.16912872,55
5.295385139,55
6.97760053,55
4.568992592,55
3.778587521,55
6.569379719,55
5.293013332,55
5.613433792,55
8.393818761,55
4.641680555,55
3.351983009,55
5.172602548,55
5.560099104,55
6.580022183,55
1.721145127,55
5.626800315,55
5.739406903,55
7.22392056,55
5.552229144,55
5.166198463,55
4.523926501,55
8.75850325,55
6.470739341,55
4.885341134,55
7.640614818,55
7.458780669,55
5.680648747,55
7.045650312,55
6.905061071,55
5.476040494,55
3.947489179,55
6.657092452,55
1.809462259,55
5.264792583,55
6.144470173,55
5.442172681,55
5.471559284,55
4.757254392,55
2.587234082,55
3.9918021,55
6.315722601,55
5.584940491,55
5.669960055,55
4.891297133,55
4.550058124,55
5.167652606,55
6.262798776,55
9.050580193,55
4.608962729,55
5.242342012,55
4.51309736,55
6.340951906,55
8.139158406,55
6.402820625,55
4.687103102,55
3.500811438,55
4.178351383,55
5.526112133,55
8.100727413,55
5.651516589,55
6.792057655,55
5.730492273,55
5.499173183,55
7.363095061,55
5.852802786,55
2.949471333,55
2.684770038,55
6.741212114,55
8.093280449,55
5.124515051,55
6.991272099,55
7.619406604,55
4.926670696,55
4.389594135,55
5.148010215,55
5.564733365,55
5.148050736,55
5.3225746,55
4.480590135,55
4.302496952,55
6.44855106,55
3.743579795,55
5.664945013,55
4.358498762,55
8.240943851,55
7.864039365,55
8.059251663,55
5.191119107,55
4.566798356,55
7.034812142,55
3.422694691,55
3.710310304,55
3.235986293,55
4.098899855,55
6.057445568,55
4.490027552,55
4.824978102,55
5.702396525,55
5.318911268,55
4.002424473,55
6.961818483,55
4.302152618,55
2.014726003,55
6.725005872,55
4.714235865,55
2.080228967,55
7.471707928,55
5.487299533,55
8.039826983,55
5.335927348,55
4.965372258,55
5.534024909,55
3.101885855,55
8.388302885,55
2.79090221,55
4.253968821,55
8.554639024,55
8.162997097,55
4.909689278,55
3.503768366,55
4.017116273,55
8.204920902,55
5.420354038,55
4.418945943,55
5.405057941,55
5.902422023,55
3.628210795,55
7.077026955,55
3.939554335,55
5.306124867,55
6.77504672,55
7.680460414,55
7.846761465,55
4.221983742,55
6.559046026,55
8.882715003,55
6.639351452,55
4.750741162,55
6.958009462,55
6.668090697,55
6.500174768,55
7.28197042,55
6.245405118,55
8.788804289,55
7.333218896,55
4.893301414,55
6.55371454,55
5.052680661,55
5.851288025,55
7.40483144,55
8.845827616,55
5.489265862,55
5.526247418,55
5.168771551,55
1.885122027,55
4.543615166,55
2.989110207,55
5.353616121,55
5.840319929,55
6.986108168,55
4.878857037,55
6.726333275,55
6.713150931,55
7.898704253,55
5.759910319,55
4.925073505,55
3.174481989,55
4.760869958,55
4.325984227,55
6.262964121,55
7.455835162,55
4.384303132,55
4.367170736,55
5.053411823,55
6.904535012,55
6.651732039,55
5.524218282,55
6.342086898,55
5.319289748,55
5.580881288,55
8.584678254,55
3.520333578,55
2.917388777,55
6.6287556,55
7.826692171,55
3.839208142,55
2.579705529,55
1.599457857,55
5.299146491,55
5.256842687,55
7.372694253,55
5.471145956,55
5.372686993,55
6.920112632,55
6.720457439,55
7.277573992,55
4.075130644,55
6.374262318,55
7.214432474,55
-0.439587147,55
3.059314518,55
6.33949079,55
6.531860491,55
4.972085336,55
1.952679526,55
6.156493916,55
8.484399618,55
5.616390943,55
7.706013784,55
6.365062214,55
3.173380733,55
6.864393925,55
1.421060458,55
4.187975097,55
7.145119585,55
5.547243471,55
5.479164346,55
1.430937172,55
3.792393899,55
8.006178875,55
5.490384247,55
5.421551892,55
2.460833289,55
6.9103494,55
4.900083284,55
2.606739183,55
5.311513076,55
7.808010187,55
7.568420117,55
1.103594567,55
7.160979696,55
5.503224038,55
5.536992929,55
6.666023785,55
3.86220054,55
0.904904128,55
4.754317481,55
6.969632448,55
8.08490266,55
8.244463386,55
3.634131714,55
5.71483828,55
6.581929587,55
4.321211844,55
6.046440418,55
5.069468234,55
4.644843132,55
6.477231142,55
8.171099243,55
5.696908367,55
6.447807415,55
5.759171727,55
3.772462032,55
4.402395397,55
6.164824092,55
6.583526769,55
7.268139403,55
7.106541011,55
3.57059466,55
7.50328137,55
6.190644948,55
3.75081332,55
6.682024594,55
5.799585068,55
6.522450979,55
3.390546687,55
3.596583754,55
6.843337112,55
6.793517638,55
1.558167104,55
2.396126464,55
6.730518259,55
4.824510861,55
5.233440246,55
5.225775632,55
6.744214206,55
4.794098163,55
3.749209628,55
4.437132119,55
4.733695689,55
7.05978993,55
7.183744909,55
6.286530874,55
6.720112694,55
4.508259452,55
4.878965658,55
7.075245497,55
4.954985859,55
5.481981812,55
2.309481121,55
5.918185341,55
3.610052736,55
3.13878734,55
6.579774748,55
6.165932321,55
6.520819337,55
5.982212128,55
4.862910693,55
7.540952564,55
9.044415845,55
5.072494123,55
4.31887956,55
5.135019397,55
4.580693214,55
3.332829925,55
4.389319049,55
7.403176274,55
5.678282223,55
6.393290356,55
4.238950806,55
5.670272471,55
4.570075106,55
7.227739499,55
5.786649512,55
4.034031314,55
6.213403119,55
5.476917063,55
7.598291717,55
7.777762326,55
2.324043573,55
6.068123404,55
5.583374977,55
6.482291817,55
4.959671,55
4.191613807,55
5.279902698,55
9.047132177,55
5.010211315,55
5.361710728,55
6.272184334,55
1.405682222,55
5.15246525,55
6.027232213,55
6.717205973,55
6.324092117,55
4.66406307,55
4.760282927,55
6.933663583,55
5.644541421,55
7.308935851,55
6.943509429,55
4.076644536,55
