log(MSE-SVD-components),comp
6.065421138,45
5.422413306,45
8.047560607,45
6.155471529,45
6.374375396,45
7.38307371,45
3.520799418,45
6.213876691,45
5.57774606,45
4.361967669,45
4.486989637,45
4.91316099,45
4.004182976,45
1.550262588,45
6.5461584,45
4.77127114,45
5.581257187,45
6.347427022,45
5.407952128,45
3.263401888,45
5.818983512,45
3.825695432,45
5.483865397,45
6.809864203,45
6.9245704,45
5.700998094,45
6.1026284,45
5.874584734,45
8.135516015,45
2.821824017,45
3.938436519,45
3.861276629,45
6.092420119,45
4.279611597,45
6.179348582,45
4.879793501,45
3.411777103,45
1.991094823,45
4.367243136,45
7.227406978,45
3.579258182,45
1.501405237,45
5.049592758,45
6.646592386,45
7.158988831,45
3.603536828,45
6.019951771,45
5.837245073,45
6.167178309,45
6.982884847,45
7.795953034,45
7.530454242,45
7.44684232,45
5.187006395,45
7.913425676,45
6.61355971,45
7.788444227,45
6.562617658,45
4.932914565,45
7.32860222,45
5.362379748,45
4.5593694,45
4.794337131,45
6.566079951,45
6.281892024,45
7.37352816,45
4.634903486,45
5.79924916,45
7.014846212,45
4.8451945,45
5.773130284,45
7.657557154,45
6.393958658,45
6.386567288,45
4.996680137,45
6.855626434,45
7.413808354,45
6.803293323,45
5.250277729,45
8.523107989,45
2.641762103,45
5.74197171,45
6.78670815,45
5.250435253,45
5.891213543,45
6.130326977,45
4.285067356,45
5.131140677,45
8.380671972,45
2.076585982,45
6.123316645,45
6.37371126,45
7.600243139,45
5.481533769,45
3.693099131,45
5.393018952,45
7.334249109,45
2.213544737,45
5.588563878,45
6.166608133,45
6.1269596,45
7.280943891,45
5.157894695,45
5.804919438,45
6.563114092,45
6.657135408,45
6.702165345,45
3.038579316,45
5.392605171,45
6.385693003,45
8.734975252,45
5.235022213,45
5.837736631,45
2.078472139,45
6.823800306,45
6.592443952,45
6.529685353,45
5.780646071,45
7.157267189,45
5.509633189,45
8.918255559,45
4.851115988,45
7.18893405,45
7.01967745,45
2.860005567,45
2.576617377,45
3.867781653,45
3.232199149,45
4.638617151,45
4.327752837,45
6.499597056,45
7.63320286,45
7.23864454,45
6.895385169,45
3.763175773,45
6.960905359,45
7.478543124,45
5.834163814,45
6.236704063,45
4.225124638,45
3.085456033,45
6.375677719,45
2.825567359,45
5.872473363,45
5.215330252,45
6.618466488,45
5.463492563,45
5.319728128,45
4.219975009,45
5.728575368,45
6.37694348,45
7.07339597,45
3.39792972,45
6.277020528,45
6.35213807,45
6.724889653,45
4.489683363,45
4.717698964,45
5.895832061,45
4.45399433,45
5.098368363,45
4.697811513,45
4.840837405,45
6.073734598,45
4.603629846,45
6.713135508,45
8.257291807,45
5.43465715,45
4.154319846,45
2.195206687,45
3.938920277,45
4.710344634,45
6.073442941,45
4.745311934,45
7.119456294,45
5.820909552,45
4.776939616,45
8.202327163,45
7.236058054,45
4.002062807,45
5.732475299,45
3.548503577,45
4.228114218,45
7.346978556,45
3.739815171,45
4.535037269,45
1.172844503,45
7.002914829,45
6.660459637,45
7.921356364,45
5.601316653,45
3.456965715,45
7.14200089,45
7.433074383,45
7.993380879,45
6.102716666,45
3.979369584,45
7.581137537,45
4.977941299,45
2.42557374,45
2.936471144,45
4.911478707,45
5.428443615,45
8.109036965,45
8.002374156,45
5.942765052,45
4.463804404,45
6.484825172,45
7.953001573,45
6.337642458,45
5.982861054,45
6.467907328,45
4.860232702,45
4.364603738,45
7.243904773,45
6.857006061,45
7.561036758,45
4.820668252,45
7.67470631,45
4.869232836,45
4.106581197,45
2.809007727,45
3.561403993,45
1.08260038,45
5.956817839,45
4.778723736,45
7.345279943,45
4.988449262,45
6.206551439,45
6.3550272,45
6.142124,45
3.693513856,45
7.149451035,45
4.292456556,45
7.614239004,45
6.904029551,45
5.96035057,45
7.117288724,45
4.626541442,45
4.830782976,45
6.812830488,45
2.012146539,45
5.147396354,45
7.136547883,45
8.616304316,45
6.757219941,45
6.94023111,45
3.94783344,45
3.816920903,45
5.908032517,45
4.338394947,45
5.067140498,45
2.481653786,45
4.073329072,45
3.861555914,45
6.031549759,50
3.999128677,50
4.38783326,50
4.955595678,50
6.093165106,50
5.086565553,50
4.112980359,50
6.88679227,50
7.012186321,50
7.710258732,50
7.025166582,50
5.850587955,50
7.091776897,50
6.45941505,50
4.194147595,50
6.692458913,50
3.824364113,50
3.479078048,50
5.857791586,50
2.732436102,50
5.513513035,50
7.293142213,50
4.224159327,50
6.616915904,50
6.344711465,50
4.361698891,50
3.015469525,50
6.251080216,50
5.041504308,50
5.85128706,50
4.901295064,50
6.343069539,50
5.300689581,50
3.911711372,50
6.305528859,50
6.201080395,50
6.479267232,50
5.442817002,50
7.544912202,50
8.506796002,50
5.089865999,50
9.050107676,50
5.32279075,50
6.012478953,50
5.838117892,50
4.524940515,50
5.868243071,50
2.501358154,50
3.435017872,50
4.784473199,50
5.698434694,50
4.625666847,50
6.43701163,50
7.454544732,50
5.382851153,50
5.053676212,50
4.833399659,50
7.615695989,50
4.587495216,50
5.337663517,50
3.804527033,50
6.814218759,50
8.949616727,50
6.423602732,50
6.079014522,50
8.508687904,50
5.517954717,50
2.625618167,50
5.116304051,50
4.60210213,50
6.358049125,50
4.894359187,50
3.13254559,50
7.982923139,50
6.482132694,50
8.108225055,50
5.263927757,50
7.973810033,50
7.56393847,50
4.40642389,50
3.33057649,50
4.201817561,50
4.533709487,50
5.979012733,50
3.948603988,50
3.942419061,50
5.619064221,50
6.735994901,50
5.491616466,50
3.354703088,50
7.102400903,50
5.300849254,50
6.869375267,50
4.905306426,50
6.991713215,50
7.573327326,50
6.403545373,50
6.504430495,50
6.905015736,50
6.902221257,50
8.790854474,50
7.467377772,50
4.825881828,50
6.69990054,50
5.674907091,50
2.176349496,50
5.878595034,50
7.032570201,50
4.530237007,50
6.333703586,50
8.330853234,50
5.867498812,50
6.782129652,50
7.026825274,50
3.949639967,50
6.268398644,50
6.971183398,50
4.829280189,50
4.604993016,50
8.80856324,50
4.367238684,50
5.865508627,50
6.422055028,50
5.41997425,50
6.101279008,50
5.055053646,50
7.197481655,50
5.93941835,50
4.926659411,50
5.838604087,50
4.170659533,50
5.734263884,50
5.021128952,50
5.948701134,50
5.807627453,50
4.701592252,50
5.95879131,50
5.440932873,50
4.456003809,50
6.294793515,50
5.408416606,50
6.989862631,50
4.660611216,50
3.909226129,50
6.616030786,50
5.407388929,50
5.674666658,50
8.406581244,50
4.766827195,50
3.464543576,50
5.272732064,50
5.57435294,50
6.638219453,50
1.971999427,50
5.700906639,50
5.637295279,50
7.243701167,50
5.660225367,50
5.285154408,50
4.574121532,50
8.850596989,50
6.555168234,50
4.971898928,50
7.667635655,50
7.453040435,50
5.852699538,50
7.068162278,50
6.951234867,50
5.579116234,50
3.941212862,50
6.721182413,50
2.044831916,50
5.406067808,50
6.16743338,50
5.514565618,50
5.549344829,50
4.883819236,50
2.898545792,50
4.102555087,50
6.420073331,50
5.637118432,50
5.812868722,50
4.995601794,50
4.621826953,50
5.280687202,50
6.316883985,50
9.086467148,50
4.719953528,50
5.300825738,50
4.651547133,50
6.418356547,50
8.176088709,50
6.448679177,50
4.733796322,50
3.59758103,50
4.29591824,50
5.66940263,50
8.131039674,50
5.677014474,50
6.818775435,50
5.801160808,50
5.594379091,50
7.386010086,50
5.900471128,50
3.112502291,50
2.902345749,50
6.801691238,50
8.150485086,50
5.173597312,50
7.028461609,50
7.629158862,50
5.026499993,50
4.524017358,50
5.252648117,50
5.707166635,50
5.256556993,50
5.403368325,50
4.56660347,50
4.475373093,50
6.456342031,50
3.913066772,50
5.693711126,50
4.639311516,50
8.27542751,50
7.916810406,50
8.093916802,50
5.295547038,50
4.734431554,50
7.12468921,50
3.56975704,50
3.890110788,50
3.353743528,50
4.098108932,50
6.100584269,50
4.654665203,50
4.923727117,50
5.721376623,50
5.416132072,50
4.17245505,50
6.976766282,50
4.381069832,50
2.442250171,50
6.767814456,50
4.838596383,50
2.29175857,50
7.507067263,50
5.489944992,50
8.074318957,50
5.310077247,50
5.197556698,50
5.637683166,50
3.311853964,50
8.417896529,50
3.073312234,50
4.351278019,50
8.552467865,50
8.16186154,50
5.083163643,50
3.714751508,50
4.012622296,50
8.20885569,50
5.554669177,50
4.608654557,50
5.644275221,50
6.000217366,50
3.831053024,50
7.107371448,50
4.040084525,50
5.553302198,50
6.797462678,50
7.684871248,50
7.836193259,50
4.331993404,50
6.605379704,50
8.940371815,50
6.680949118,50
4.835447533,50
7.107027667,50
6.7056441,50
6.559410412,50
7.349682344,50
6.283495622,50
8.848789308,50
7.321024542,50
5.063774383,50
6.603981102,50
5.116502273,50
5.917645341,50
7.489377113,50
8.869956292,50
5.610889466,50
5.54480425,50
5.364854079,50
2.106193458,50
4.669629644,50
3.175170854,50
5.485599249,50
5.911190566,50
7.055903496,50
5.006594344,50
6.782849473,50
6.715839178,50
7.942543266,50
5.847023157,50
4.959507423,50
3.407099829,50
4.806860398,50
4.563322943,50
6.35774341,50
7.49383993,50
4.538068161,50
4.46045501,50
5.044685977,50
6.919786736,50
6.654895068,50
5.703467026,50
6.475052256,50
5.471054424,50
5.660860989,50
8.594774595,50
3.734460128,50
3.119178227,50
6.749955743,50
7.820810246,50
3.934229441,50
2.779766953,50
1.904929378,50
5.456524205,50
5.260373944,50
7.380450252,50
5.610086485,50
5.503014231,50
6.960378536,50
6.956874964,50
7.309892203,50
4.161098635,50
6.533767214,50
7.21680099,50
-0.310711335,50
3.218160848,50
6.401571296,50
6.592010687,50
5.43575954,50
2.577760618,50
6.198109677,50
8.49891432,50
5.648514005,50
7.759194583,50
6.496670406,50
3.27884651,50
6.901986474,50
1.695606649,50
4.337939577,50
7.126425694,50
5.692560019,50
5.538962027,50
1.786598878,50
3.898097453,50
8.04491016,50
5.526666887,50
5.522819431,50
2.677726478,50
6.966116196,50
5.046110599,50
2.70710269,50
5.430002478,50
7.793950129,50
7.590343746,50
0.970969403,50
7.18735538,50
5.559545497,50
5.603396871,50
6.646418654,50
4.063629646,50
1.340891246,50
4.848814196,50
7.005255428,50
8.134898733,50
8.234023635,50
3.67808378,50
5.857455528,50
6.625470076,50
4.568001553,50
6.044070294,50
5.16216894,50
4.952095347,50
6.506331539,50
8.19624597,50
5.66769321,50
6.558188496,50
5.817112386,50
3.922347333,50
4.617816929,50
6.267071029,50
6.488965493,50
7.381375569,50
7.129794265,50
4.009944021,50
7.528181054,50
6.29529131,50
3.933984066,50
6.682554942,50
5.829330962,50
6.555778644,50
3.476559022,50
3.767109066,50
6.897567327,50
6.837323188,50
1.894436945,50
2.687563868,50
6.797234615,50
4.82465581,50
5.338277271,50
5.393627824,50
6.856496999,50
4.849433497,50
3.845911633,50
4.573339737,50
4.820227543,50
7.067524397,50
7.230193615,50
6.381570039,50
6.718632054,50
4.521358585,50
5.005268952,50
7.237083616,50
5.091041893,50
5.566282268,50
2.723063482,50
6.057411999,50
3.957741003,50
3.168024456,50
6.645475897,50
6.187101775,50
6.679058349,50
6.188739852,50
4.957499397,50
7.62626546,50
9.05352045,50
5.205591255,50
4.407304306,50
5.196637694,50
4.725474049,50
3.607442775,50
4.523657193,50
7.435072886,50
5.759421881,50
6.444507246,50
4.559265404,50
5.718767696,50
4.695054071,50
7.354165841,50
5.878946989,50
4.165223234,50
6.227665153,50
5.563661161,50
7.651625612,50
7.783476772,50
2.489189002,50
6.130621694,50
5.643897767,50
6.530800419,50
5.124539107,50
4.340603287,50
5.395664599,50
9.066958799,50
5.156965733,50
5.42645782,50
6.326689963,50
1.59881035,50
5.271229303,50
6.09948666,50
6.775221383,50
6.42353882,50
4.706990446,50
4.830039055,50
7.015429148,50
5.768421079,50
7.326264609,50
6.975254296,50
4.142218537,50
5.197398385,50
4.120483604,50
6.147002444,50
8.703363594,50
5.543921621,50
4.355621732,50
7.074239228,50
7.332960681,50
6.346824903,50
8.163258156,50
5.9872494,50
7.687401624,50
5.316269876,50
5.67397656,50
2.804118409,50
8.039361832,50
7.369080113,50
5.538923582,50
5.364083276,50
5.702594636,50
4.439263098,50
5.313205678,50
6.473700744,50
5.783853728,50
5.026064358,50
5.628739484,50
5.904656327,50
6.900055192,50
4.680544892,50
3.691776331,50
6.938041246,50
5.889920972,50
8.324265917,50
6.835561325,50
6.679701679,50
7.135750786,50
8.017622037,50
4.221607174,50
7.751302016,50
7.161033295,50
2.584132281,50
7.175645021,50
3.674558494,50
6.360932957,50
3.71418372,50
6.13718062,50
2.896390157,50
3.865777087,50
7.420806601,50
5.344484523,50
-0.525546277,50
5.561002425,50
4.53029802,50
5.550292841,50
6.467102484,50
4.706651361,50
6.789457844,50
6.508565886,50
1.935255268,50
5.831396091,50
3.366666338,50
4.990510642,50
3.935386551,50
6.775656053,50
6.203421956,50
6.525943805,50
7.30303483,50
7.728431153,50
6.958066662,50
5.615345577,50
8.438041618,50
5.319254335,50
6.855360593,50
5.531715109,50
5.854191903,50
7.889800393,50
1.224406228,50
5.109081826,50
7.166209391,50
5.583131064,50
7.760289489,50
3.658938125,50
3.869828686,50
5.8679036,50
7.259462016,50
5.192827991,50
5.702028975,50
5.40629089,50
4.496370025,50
6.59724285,50
6.615077043,50
2.012646244,50
6.005073986,50
5.757973831,50
4.970619042,50
7.528493021,50
7.17470988,50
6.584420518,50
6.852701066,50
7.227669402,50
3.09010568,50
4.768771568,50
5.439249371,50
2.917164321,50
8.398616026,50
3.068001125,50
8.488198007,50
8.151165807,50
4.931361351,50
4.79035781,50
4.918987832,50
7.082417894,50
5.358973942,50
7.581787859,50
5.858479009,50
4.871218873,50
5.69252319,50
6.144428599,50
6.622662381,50
5.642267914,50
6.622674252,50
6.183735623,50
6.035978826,50
2.105303559,50
4.073822667,50
6.462330498,50
4.187708973,50
5.598924525,50
1.056323315,50
6.912376269,50
4.214239669,50
4.674966629,50
7.323152085,50
2.613218016,50
4.377185145,50
5.10301093,50
6.473417656,50
2.848440873,50
4.503500564,50
4.280784282,50
6.550606088,50
4.047447099,50
1.810630877,50
4.709839316,50
6.495284249,50
6.147676123,50
5.545840029,50
3.829312558,50
6.042436262,50
6.187904772,50
6.549751175,50
5.99554507,50
5.766642886,50
7.087679874,50
8.405464006,50
4.298111738,50
5.303090503,50
5.180266379,50
5.932549993,50
4.800736267,50
5.863946792,50
3.053532368,50
5.48063193,50
4.768599628,50
6.08955811,50
4.553888135,50
6.799281367,50
4.035033781,50
6.34372298,50
6.647620508,50
5.667913446,50
7.822469158,50
5.840739238,50
8.881549502,50
6.466071964,50
7.740870368,50
2.901278051,50
3.024422874,50
4.743832095,50
4.534883568,50
6.141424898,50
6.562322339,50
7.947570265,50
4.991494844,50
8.185945738,50
2.307295053,50
4.486957351,50
6.210914028,50
7.470294037,50
2.431616477,50
0.22524096,50
6.621951061,50
5.710563983,50
4.998674707,50
5.895761079,50
6.306582253,50
7.855427983,50
4.314201673,50
6.965099581,50
8.519680023,50
4.711620806,50
5.049057634,50
7.649838371,50
5.879788652,50
4.83235974,50
4.453650295,50
4.693747351,50
4.872506062,50
3.352308336,50
7.23969337,50
4.388476659,50
7.604059169,50
6.544130955,50
1.627181177,50
3.859115475,50
5.497242453,50
1.39563098,50
5.396152529,50
2.04907404,50
4.801809453,50
6.868043555,50
6.132617985,50
-0.515786844,50
6.46845439,50
6.692862735,50
6.311761394,50
4.011800675,50
7.187595654,50
6.954507526,50
-0.494445419,50
4.004815648,50
4.749237634,50
7.76012638,50
4.649744993,50
5.857327023,50
6.06263176,50
6.332032943,50
4.859640048,50
4.80778475,50
5.306779463,50
6.322302354,50
5.433350193,50
3.711288085,50
6.733730302,50
7.91563825,50
8.004963022,50
5.745790826,50
6.564744703,50
5.268831966,50
3.036855004,50
5.887374239,50
6.036318964,50
4.820967238,50
6.297224274,50
6.933558918,50
7.506251485,50
2.942001833,50
4.247728957,50
2.393475731,50
4.762352329,50
5.716091006,50
6.160632248,50
7.267182051,50
5.671071294,50
6.015333143,50
5.273994484,50
8.021499339,50
6.093078096,50
6.308921299,50
7.376748285,50
3.371460163,50
6.192597117,50
5.478583934,50
4.167906211,50
4.342269843,50
4.696458673,50
3.869305536,50
1.293131456,50
6.493671402,50
4.60913327,50
5.508917304,50
6.337464182,50
5.324338249,50
3.539385768,50
5.570026273,50
3.336311578,50
5.461228477,50
6.765967695,50
6.86643248,50
5.617321372,50
6.027317122,50
5.758490087,50
8.123223452,50
2.596349097,50
3.752599865,50
3.767277674,50
6.047201685,50
4.097510322,50
6.153121296,50
4.742012513,50
3.482970112,50
1.785783089,50
4.207101288,50
7.116774489,50
3.426026942,50
1.182661196,50
4.844006728,50
6.436527952,50
7.115024089,50
3.393411617,50
5.732111571,50
5.411887779,50
6.114550507,50
6.947071751,50
7.691430765,50
7.518945611,50
7.409385406,50
5.003618956,50
7.917787328,50
6.611225629,50
7.69926058,50
6.520531975,50
4.397221842,50
7.299282467,50
5.238431903,50
4.44732566,50
4.693176564,50
6.498545949,50
6.228383839,50
7.30174194,50
4.606089563,50
5.67751055,50
6.975526152,50
4.730708714,50
5.256838472,50
7.636853847,50
6.347061266,50
6.316890707,50
5.018337187,50
6.828459312,50
7.390475352,50
6.719890795,50
5.150434034,50
8.525100748,50
2.451941759,50
5.596008953,50
6.7532871,50
5.181858727,50
5.784865244,50
6.068887448,50
4.100042966,50
5.004049221,50
8.35166025,50
1.744379748,50
6.072400751,50
6.32418038,50
7.56435086,50
5.399822736,50
3.493364403,50
5.352887897,50
7.284791514,50
2.035021943,50
5.447469,50
6.107769033,50
6.092529668,50
7.303479074,50
4.830665218,50
5.666664042,50
6.509569573,50
6.599744643,50
6.636099232,50
2.83489578,50
5.265626156,50
6.350018173,50
8.676139866,50
5.155720171,50
5.739618966,50
1.558449747,50
6.772285538,50
6.546570473,50
6.502304621,50
5.701070671,50
7.142652736,50
5.433905226,50
8.861863145,50
4.717308932,50
7.1426866,50
6.980052875,50
2.554949622,50
2.512817281,50
3.726852423,50
3.059307358,50
4.517049296,50
4.032816371,50
6.421092362,50
7.617157821,50
7.228500561,50
6.824320296,50
3.553823637,50
6.861467458,50
7.430229116,50
5.796225073,50
6.153229521,50
4.008099992,50
2.821320938,50
6.328421433,50
2.672459285,50
5.790922644,50
5.07683507,50
6.541241508,50
5.167909665,50
5.345289793,50
4.010945206,50
5.656025102,50
6.312089714,50
6.968103625,50
3.245527384,50
6.22948709,50
6.300674693,50
6.664026465,50
4.238384838,50
4.597660676,50
5.878974225,50
4.372677495,50
4.949812842,50
4.536862526,50
4.752017826,50
5.993866027,50
4.527821448,50
6.63356971,50
8.191698165,50
5.352184228,50
3.989769283,50
2.002153222,50
3.794241648,50
4.619210862,50
5.952024584,50
4.579269401,50
6.734148258,50
5.736208088,50
4.691021515,50
8.158671538,50
7.230916352,50
3.852625867,50
5.697293265,50
3.353031794,50
4.059307164,50
7.287697574,50
3.418663285,50
4.37519776,50
1.156187689,50
6.88379491,50
6.511083519,50
7.891872863,50
5.461440949,50
3.286272615,50
7.03716346,50
7.419925305,50
7.926394893,50
5.906649742,50
3.907249362,50
7.521143005,50
4.853234506,50
2.189887068,50
2.742286102,50
4.767300246,50
5.289452968,50
8.090018434,50
7.991144577,50
5.852799324,50
4.301895581,50
6.479270394,50
7.95353992,50
6.129090534,50
5.930851052,50
6.444471914,50
4.79324881,50
4.057007836,50
7.239396464,50
6.844223591,50
7.565058916,50
4.457510085,50
7.657538273,50
4.836417047,50
3.884500182,50
2.743311844,50
3.418256849,50
0.845115654,50
5.88397983,50
4.778789154,50
7.330635627,50
4.81241011,50
6.096402855,50
6.271432569,50
6.100557488,50
3.55839126,50
7.114994893,50
4.112426054,50
7.613063813,50
6.851399028,50
5.909975765,50
7.139067294,50
4.421658957,50
4.674364087,50
6.809717301,50
1.777302028,50
5.033213758,50
7.092056115,50
8.553452473,50
6.718038882,50
6.916984334,50
3.757695461,50
3.61274153,50
5.799369817,50
4.195278409,50
5.028990681,50
2.068054938,50
3.925927355,50
3.536943295,50
5.965944442,55
4.088774114,55
4.337287151,55
4.827453871,55
6.050142264,55
4.966744971,55
3.923543305,55
6.757831703,55
7.01192626,55
7.649183614,55
7.025406782,55
5.758655052,55
7.065959604,55
6.439782667,55
4.112001878,55
6.573938041,55
3.707626948,55
3.286953075,55
5.820696309,55
2.91789362,55
5.429540762,55
7.290434625,55
4.076269385,55
6.560922877,55
6.194663792,55
4.258511354,55
3.107696683,55
6.141655732,55
4.958034672,55
5.764791759,55
4.740551901,55
6.31775451,55
5.160819377,55
3.728658058,55
6.258380901,55
6.054708989,55
6.447089097,55
5.170604931,55
7.53528194,55
8.452717097,55
4.968051159,55
8.99063359,55
5.217661869,55
5.954969693,55
5.778714866,55
4.488586306,55
5.815386566,55
2.419473903,55
3.349342835,55
4.522995946,55
5.620403464,55
4.529044776,55
6.384610818,55
7.436817462,55
5.305574599,55
4.956299109,55
4.667765378,55
7.635795872,55
4.520347408,55
5.229235745,55
3.799267935,55
6.74127844,55
8.895662134,55
6.346816373,55
5.909128406,55
8.46422782,55
5.432475403,55
2.44967354,55
4.993251486,55
4.56692012,55
6.296569412,55
4.540132843,55
2.921761386,55
7.971330876,55
6.442177073,55
8.087400892,55
5.169658466,55
7.941137971,55
7.497864946,55
4.227754863,55
3.083461383,55
4.060732097,55
4.448042795,55
5.915764192,55
3.288451534,55
3.807740197,55
5.511364712,55
6.67566991,55
5.064833251,55
3.160833734,55
7.054062724,55
5.210669135,55
6.814752261,55
4.820603425,55
6.902981007,55
7.335434862,55
6.374570774,55
6.482163288,55
6.895001936,55
6.875797007,55
8.722375943,55
7.448099113,55
4.703372575,55
6.667537234,55
5.550889227,55
1.517251815,55
5.716884489,55
6.99374064,55
4.447538622,55
6.279072822,55
8.310670391,55
5.774109038,55
6.763561673,55
7.022349955,55
3.808757868,55
6.25977062,55
6.908659076,55
4.694167061,55
4.503264727,55
8.755631364,55
4.036022842,55
5.555040834,55
6.35225163,55
5.335060963,55
6.037303708,55
4.963733193,55
7.18126865,55
5.827754993,55
4.810563005,55
5.739473113,55
4.076852633,55
5.701510099,55
4.925068075,55
5.879391677,55
5.773028915,55
4.586473539,55
5.879859711,55
5.337256853,55
4.346563851,55
6.182134402,55
5.331087057,55
6.970856997,55
4.570779076,55
3.773036961,55
6.554761709,55
5.307194701,55
5.650174288,55
8.390010077,55
4.636596075,55
3.356556161,55
5.170609872,55
5.538414354,55
6.582169854,55
1.727324024,55
5.611312389,55
5.740382581,55
7.225533334,55
5.549323104,55
5.162093929,55
4.528001787,55
8.761252161,55
6.464358397,55
4.897315854,55
7.632302006,55
7.451600362,55
5.689385149,55
7.054659741,55
6.924169583,55
5.460586379,55
3.925874686,55
6.675598317,55
1.803927769,55
5.279773532,55
6.177564788,55
5.41728629,55
5.462809008,55
4.778329593,55
2.659958798,55
4.009776598,55
6.282090129,55
5.623602293,55
5.676243652,55
4.884275737,55
4.563475517,55
5.157134356,55
6.265309915,55
9.052071873,55
4.605183003,55
5.244825435,55
4.51625959,55
6.33923132,55
8.132946787,55
6.406840605,55
4.741278479,55
3.500238994,55
4.20056012,55
5.506136082,55
8.107843687,55
5.663015262,55
6.783679995,55
5.736988333,55
5.496750272,55
7.361040426,55
5.852092198,55
2.950949306,55
2.684730471,55
6.742076977,55
8.088235025,55
5.08095759,55
6.992362972,55
7.640893437,55
4.927692003,55
4.389302954,55
5.14164571,55
5.570282587,55
5.146265212,55
5.321389672,55
4.472253141,55
4.318068999,55
6.46914279,55
3.741268568,55
5.669291813,55
4.391048581,55
8.237683957,55
7.867891329,55
8.057625649,55
5.194497903,55
4.539075605,55
7.03834517,55
3.426368733,55
3.753998713,55
3.233482975,55
4.102477901,55
6.041777106,55
4.505186965,55
4.821088848,55
5.675201636,55
5.323848712,55
4.069415061,55
6.960656115,55
4.282933272,55
2.00713981,55
6.725114622,55
4.736459286,55
2.083176775,55
7.472263542,55
5.451549132,55
8.043901506,55
5.329412866,55
4.971785671,55
5.533858421,55
3.145513987,55
8.394193064,55
2.789975713,55
4.24280872,55
8.559370062,55
8.162134769,55
4.888697521,55
3.505879567,55
3.980552024,55
8.204664842,55
5.403856837,55
4.398527732,55
5.414931167,55
5.895307192,55
3.628210795,55
7.078921606,55
3.902205069,55
5.299428962,55
6.776706189,55
7.67747781,55
7.845868984,55
4.193301639,55
6.559322749,55
8.883971346,55
6.644197544,55
4.762326641,55
6.9575528,55
6.672399418,55
6.480562946,55
7.276418515,55
6.237043646,55
8.791176674,55
7.342664806,55
4.879985024,55
6.534124209,55
5.033959386,55
5.846824713,55
7.401721224,55
8.848898281,55
5.489351015,55
5.53619642,55
5.138750421,55
1.885397646,55
4.540119001,55
2.987866027,55
5.358343593,55
5.848883893,55
6.990975302,55
4.880646146,55
6.722274354,55
6.712745355,55
7.898466517,55
5.767759315,55
4.869393238,55
3.17450113,55
4.777054751,55
4.359307462,55
6.256401213,55
7.45516955,55
4.392794185,55
4.356983643,55
5.056190794,55
6.908145294,55
6.650040031,55
5.555552167,55
6.341523756,55
5.332899302,55
5.579621339,55
8.587189635,55
3.550594349,55
2.923764695,55
6.643578333,55
7.834673138,55
3.814727213,55
2.578710393,55
1.598619102,55
5.301425097,55
5.238190811,55
7.36739699,55
5.498852777,55
5.361038967,55
6.911678299,55
6.714972332,55
7.275430777,55
4.069856644,55
6.372194641,55
7.233815825,55
-0.435309748,55
3.057130665,55
6.336021202,55
6.517696426,55
4.946822096,55
1.950386201,55
6.148113401,55
8.474666049,55
5.630517348,55
7.688998158,55
6.360256955,55
3.215897762,55
6.845188462,55
1.420795149,55
4.195494259,55
7.129806779,55
5.544926716,55
5.474619753,55
1.43577747,55
3.794626095,55
8.007502696,55
5.464082444,55
5.438806292,55
2.451092438,55
6.905351988,55
4.910849466,55
2.606302311,55
5.315409684,55
7.80332604,55
7.568724777,55
1.099771285,55
7.161116939,55
5.497356879,55
5.559072707,55
6.660879205,55
3.881101838,55
0.881835501,55
4.809271146,55
6.940595199,55
8.083274891,55
8.245234016,55
3.613115648,55
5.741211023,55
6.579832678,55
4.30811202,55
6.037966802,55
5.026774595,55
4.653746268,55
6.477720468,55
8.180218961,55
5.66706102,55
6.448860156,55
5.77724578,55
3.776458996,55
4.431393197,55
6.173594906,55
6.574996117,55
7.262843196,55
7.103596482,55
3.605507879,55
7.502603987,55
6.193608845,55
3.725650775,55
6.656766141,55
5.83495622,55
6.52817638,55
3.391066279,55
3.647846278,55
6.835810132,55
6.77460157,55
1.562036859,55
2.396252911,55
6.732526835,55
4.817126515,55
5.217314045,55
5.221001352,55
6.730275534,55
4.801130458,55
3.747617748,55
4.423819654,55
4.70737171,55
7.061463927,55
7.172978998,55
6.306422462,55
6.702640444,55
4.491389103,55
4.902455958,55
7.080154188,55
4.955556984,55
5.464143656,55
2.310482295,55
5.916981027,55
3.614859275,55
3.181747258,55
6.56749034,55
6.170982412,55
6.530137681,55
5.968996694,55
4.84829718,55
7.535701642,55
9.038595121,55
5.070701396,55
4.310935114,55
5.121694113,55
4.551280977,55
3.332749863,55
4.413458735,55
7.410420444,55
5.69035198,55
6.401742022,55
4.225674073,55
5.618247557,55
4.585005936,55
7.226519786,55
5.772636868,55
4.03081275,55
6.209399121,55
5.489703399,55
7.606150566,55
7.777901139,55
2.326589707,55
6.062849762,55
5.581485865,55
6.479205421,55
4.926788516,55
4.191062645,55
5.298690832,55
9.048308349,55
4.968428029,55
5.378555016,55
6.243445626,55
1.400573338,55
5.151332229,55
6.027391168,55
6.714553926,55
6.309432265,55
4.65408808,55
4.778572871,55
6.928954755,55
5.616839566,55
7.303671031,55
6.94567188,55
4.04547688,55
5.046531505,55
4.1916145,55
6.115174638,55
8.696954966,55
5.410595709,55
4.152012871,55
6.887200141,55
7.317698312,55
6.338581704,55
8.172035199,55
5.904572778,55
